restaurant_name,location,Latitude,Longitude,Review
Chaat Street,"72/4, Roopena Agrahara, Hosur Road, Madiwala, HSR, Bangalore",12.912305,77.626978,264
Imperio Combo King,"53/2, S 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093383229,77.6877211779,674
King Punjabi Restaurant,"153, 3rd Cross, 20th Main Road, 1st Stage, BTM, Bangalore",12.9179938496,77.6127577946,98
Keventers - Milkshakes & Desserts,"3rd Floor, Building 113, 27th Main, 2nd Sector, HSR, Bangalore",12.9105242844,77.6518278569,57
Ambur Star Briyani ® Since 1890,"Shop 19, Ground Floor, Shiva Plaza, 24th Main, JP Nagar, Bangalore",12.9033532003,77.5857100636,63
Mad Over Donuts,"1086/A, Ground Floor, Twin Tulips Service Apartments, 14th Main, 18th Cross, 3rd Sector, HSR, Bangalore",12.9119327902,77.6390967518,71
FB Cakes,"11/1, Ground Floor, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",12.9165259018,77.6065199822,520
ITC Master Chef Creations,"Counter 15 - 1/120, 14th Main Road, 5th Sector, Hsr Layout, HSR, Bangalore",12.9161840765,77.6379987225,499
Al Khaja Restaurant,"22/23 B, Mangammanapalya Main Road, Near Salarpuria Apartment, Bommanahalli, Bangalore",12.9066399046,77.6317991316,7
Byg Brewski Brewing Company,"10/61/2A/2 & 10/62/2A/3, Doddakannenahalli, Sarjapur Road, Bangalore",12.9129040336,77.6828858256,29507
Ambur Biryani Point,"47/2A-1, Near TVS Godwan, Kudlu Main Road, Bommanahalli, Bangalore",12.8903043261,77.6455528289,4
Chinese BAE,"833/1, 2nd Floor, Sai Durga Enclave, Outer Ring Road, Near Shell Pump, Bellandur, Bangalore",12.9232711358,77.6712500677,922
Chung Wah's,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9161242734,77.6379732415,45
Laddoos,"91/1, Near Ganesh Temple, Bellandur Main Road, Bellandur, Bangalore",12.928135591,77.6765434071,116
Sri Vishnu Park,"14, 29th Main, 100 Feet Road, 1st Stage, BTM, Bangalore",12.9166579259,77.6150326431,276
Donne Biryani Palace,"1187, Shop 1 & 2, Ground Floor, 18th Main Cashier Layout, BTM, Bangalore",12.9231891131,77.6133495569,39
Basmati Biriyani Nation,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9163196956,77.6375494525,7383
Charminar Biryani House,"51/108, Floor 1, 10th Main Road, Stage 1, BTM, Bangalore",12.91441,77.60997,23
Chaayos Chai+Snacks=Relax,"27th, PWD Quarters, Sector 1, Main Road, HSR, Bangalore",12.9124373667,77.6517886296,919
Eden Huts Restaurant,"35/1 Marathahalli Outer Ring Road, Bellandur, Bangalore.",12.9267167197,77.6785577461,6
Cream Stone Ice Cream,"89, 17th Main Road, HSR, Bangalore",12.9124595889,77.6385646686,1155
Cupcake Bliss Cakes & Desserts,"659, Parangi Palaya, Sector 2, 22nd Cross Road, HSR, Bangalore",12.9088709957,77.6478799805,1493
Yumlane Pizza,"88, Celler Floor, 17th Cross, 14th Main, Sector - 4, HSR, Bangalore",12.91272452,77.63834127,31
Starbucks Coffee,"2323, Ground Floor, Prakash Arcade, 17th Cross, 27th Main Road, Sector 1, HSR, Bangalore",12.9120465161,77.6507013291,20
Punjabi Unplugged,"78/2, Ground Floor, Haralur Main Road, HSR, Bangalore",12.8971332793,77.6584200561,70
Hyderabadi Biryani Hub,"Site 6/2, Opposite Food World Supermarket Road, 12th Cross, Kasavannahalli Main Road, Bellandur Ward, Sarjapur Road, Bangalore",12.908726,77.680624,16789
LeanCrust Pizza- ThinCrust Experts,"Building 1, F2, First Floor, Haralukunte, Sector 2, BDA Layout, HSR, Bangalore",12.905295,77.649097,279
Krispy Kreme,"MCH Society, Opposite BDA Complex, HSR, Bangalore",12.9134935752,77.6383135468,180
Momo Zone - The Momo Company,"659, 22nd Cross Road, Parangi Palaya, Sector 2, HSR, Bangalore",12.90890531,77.647908479,711
Phulke Ghar Ke,"18/1, HMR Complex, Near Ganesh Temple, Bellandur, Bangalore",12.9213934294,77.6759560034,540
Just Shawarma,"Shop 07, 1ST Flor, 1378/1/1, Junnasandra Main Road, Sarjapura, Sarjapur Road, Bangalore",12.907302,77.683455,162
Sardarji Ka Dhaba,"67/7, 1st Floor, Rupena Agrahara, B.B.M.P South Kartanaka, Hosur Main Road, Bommanahalli, Bangalore",12.9120867123,77.6262590289,647
IDC Kitchen,"56, JNC Road, Koramangala 5th Block, Bangalore",12.9336949924,77.6158054546,176
Sweet Truth - Cake and Desserts,"Shop 2318, BDA Society, Sector-1, HSR, Bangalore",12.91205632,77.6517383382,1269
1947,"282, Floor 2, 15th Cross, 5th Phase, JP Nagar, Bangalore",12.9065166989,77.5865569711,77
ibaco,"1504, Sector 4, 19th Main Road, Near TVS Kubera Motors, HSR, Bangalore",12.9175013756,77.644784376,89
Auntie Fung's,"Survey 13/5, 545/15, Opposite ICICI Bank, Bommanahalli, Bangalore",12.9039865569,77.6314947009,650
NH8,"99/4, 1st Floor, Harlur Main Road, Harlur, HSR, Bangalore",12.8943451803,77.6572724059,1322
Texas Burgers,"2724, 31st Main Road, 17th Cross Road, HSR Layout, Sector 1, Bommanahalli, Bangalore",12.9126873,77.6535135,3269
Biryani Square,"1A/3, G.R Residency, 20th Main Road, 14th Cross, BTM, Bangalore",12.9230103,77.61556,205
Itminaan Matka Biryani - Slow Cooked,"Building 1, F2, First Floor, Haralukunte, Sector 2, BDA Layout, HSR, Bangalore",12.905295,77.649097,365
Gyani Da Punjabi Dhaba,"16, 1st Floor, Citi Bank ATM Building, 100 Feet Road, 20th Main, 2nd Stage, BTM, Bangalore",12.9161764,77.6121997,1018
Sreeraj Lassi Bar,"5, New Guruppna Palya, Bannerghatta Road, Bangalore",12.9211034775,77.6003036499,1
Pure Veg Meals By LunchBox,"Shop 2318, Sector 1, BDA Society, HSR, Bangalore",12.9120573004,77.6517299563,79
Just Cakes,"386, 7th Cross, 7th Main Road, 2nd Stage, Koramangala 7th Block, Bangalore",12.9285826221,77.6093081385,1333
Bathinda Junction,"2331, 17th Cross, 24th Main Road, HSR, Bangalore",12.9120007643,77.6494866237,726
Daily Sushi,"1212, 4th Floor, SBM Fortune, 3rd Sector, 22nd Cross Road, HSR, Bangalore",12.9093863628,77.6385616511,644
Dum Biryani Adda,"Shop 764, 22nd Cross Road, Sector 3, HSR, Bangalore",12.9093641403,77.6400583237,302
Singh Da Punjabi Dhaba,"78/4, Ground Floor, Lakedew Residency Compound, HSR, Bangalore",12.8972097547,77.6585588604,611
Zaatar Bengaluru,"1195/1276/82, Ground Floor, Suraamy Plaza, Bellandur, Bangalore",12.9233371461,77.6696957275,393
The Dessert Zone,"659, 22nd Cross, Parangi Palaya, Sector 2, HSR, Bangalore",12.9089935466,77.6479869336,224
Afghani Tandoori Hub,"39, 1 St 'C' Cross, Opposite Swaraj Hyper Market, Chocolate Factory Road, Tavarekere, BTM, Bangalore",12.9239805,77.6126063,109
AB's - Absolute Barbecues,"1st Floor, GRS Towers, Near Spencers Hyper Market, Sarjapur Road, Bangalore",12.919090822,77.6699418109,2778
Khan Saheb Grills And Rolls,"61, Carmalaram Post, Kaikondarahalli, Near Purva Sunshine Apartments, Sarjapur Road, Bangalore",12.914363,77.676528,109
Toscano,"2nd Floor, Nexus, Koramangala 7th Block, Bangalore",12.9346387026,77.6111970842,1916
Just Bake,"102/2B, Harlur Main Road, HSR, Bangalore",12.8950611,77.6573645,0
Bucket Biryani,"7th Cross Road, 1st Sector, HSR, Bangalore",12.9195733,77.6498687,5
Shree Mahalakshmi Sweets,"1035, 9th Cross, 24th Main, Sector 1, HSR, Bangalore",12.9186464497,77.6492274553,3
Ghee Tadka Khichdi,"13/A, 18th Main, Sector 3, B.B.M.P, HSR, Bangalore",12.9069905667,77.6440434158,1281
Hotel Salam,"45, Opposite Salapuria Sreenidhi Apartment, Mangammanapalya Main Road, B.B.M.P South, Bommanahalli, Bangalore",12.9066631078,77.6333735883,242
Apsara Ice Creams,"32/1, Ground Floor, 14th Cross, 9th Main, Sector 6, HSR Layout, HSR, Bangalore",12.9152108851,77.635553889,333
Bhartiya Jalpan,"2631, 27th Main Road, Sector 1, HSR Layout, HSR, Bangalore",12.915477549,77.6516032219,173
Tharavadu Malabar Biryani,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9164030277,77.6375082135,911
Aubree,"421/A, 80 Feet Road, Koramangala 6th Block, Bangalore",12.9423209199,77.6228549704,93
Udupi Nalapaka,"55/2, Opposite Sakra World Hospital, Outer Ring Road Devarabisanahalli, Bellandur, Bangalore",12.9316745648,77.6860890538,101
RB Food Point,"7, 100 Feet Ring Road, 1st stage, BTM, Bangalore",12.9163967,77.6164586,173
Absolute Shawarma,"111, Gurukuteera, 27th Main Road, Sector 2, Near Nift College, HSR, Bangalore",12.9103491193,77.6519200578,684
1522 - The Pub,"3, 4-C Block, Near 80 Feet Road, Koramangala 4th Block, Bangalore",12.9340596675,77.6301338151,1978
Mirchi Maharaj,"89, 14th Main, 17h Cross Road, Sector-4, HSR, Bangalore",12.9122618761,77.6384349167,37
Rajasthani Taj Restaurant,"171/1, P.R Building, 16th Main, Near Shobha Hospital, BTM Layout, Taverekere Main Road, BTM, Bangalore",12.9217793636,77.610938251,51
Mainland China,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.909343225,77.6877349243,569
Dum Biryani Hub,"39, 1 St 'C' Cross, Opp Swaraj Hyper Market, Chocolate Factory Road, Tavarekere BTM, Bangalore",12.9239923465,77.6125965267,153
Aligarh House by EatFit,"First Floor, 897/E, 80 Feet Road, Bangalore, Btm Layout, Koramangala 6th Block, Bangalore",12.9404117818,77.6251965854,21375
Paris Panini - Gourmet Sandwiches,"Ground Floor, Building 8A & 8B, The Market Place, The Bay, Campus 8A, RMZ Eco World, Bellandur, Bangalore",12.9200421649,77.6849937066,116
Brik Oven,"70, Jyothi Niwas, Koramangala Industrial Area, College Road, Koramangala 5th Block, Bangalore",12.9328398336,77.6142259687,1276
Chaatimes,"998, 1st Main 1st Block, Near Wipro Park, BTM Layout, Koramangala 1st Block, Bangalore",12.9292304499,77.634996489,111
IBC - Indian Biryani Company,"2331, Sector 1, 17th Cross Road, HSR, Bangalore",12.9121151437,77.6495134458,3161
JK Eden Huts Restaurant,"55/4, Devarabisanahalli, Bellandur, Bangalore",12.9313687053,77.6848170161,302
Shiv Sagar Signature,"45/1-1, 17th Main, 2nd Phase, JP Nagar, Bangalore",12.9165379931,77.5914204866,153
New Kabab Zone,"1057, Billekahalli Village, Begur Hobli, Vijay Bank Layout, Bommanahalli, Bangalore",12.8945919304,77.6095592603,99
Empire Juices and Desserts,"169/A/170, 9th Main Road, Sector 6, HSR, Bangalore",12.9152321267,77.6355555654,923
Udupi Aatithya,"74/8, Ground Floor, GMR Complex, Outer Ring Road, Bellandur, Bangalore",12.9255886753,77.6764287427,192
Vinu Coorg Pork Hotel,"9th Main Road, HCR Complex, Bommanahalli, Bangalore",12.8941977837,77.6294213533,837
Swadista Aahar,"947, 16th Main Road, 2nd Stage, BTM, Bangalore",12.9139628546,77.6101966202,567
Cakebuy,"1 B, Krishnamurthy Complex, Kodichikkanahalli Road, Bannerghatta Road, Bangalore",12.8972055061,77.611159198,75
Sri Vishnu Grand,"21, 22, 23, Ground Floor, Central Jail Road, Kasavanahalli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.904565008,77.676057592,89
Nagarjuna Chimney,"21/22, 22nd Cross, 3rd Block, Jayanagar, Bangalore",12.9328646682,77.5841607526,1126
The Momo Co.,"Katha 688/1212, Ground Floor, Sector-III, Hosur Sarjapur Road, HSR, Bangalore",12.9093,77.638701,261
NOTO - Healthy Ice Cream,"#79/7, K NO -1202, Mahadevapura B.B.M.P East, Bellandur, Bangalore",12.9239203,77.6730945,195
Ghar Ka Khana,"H.T Residency, Near St. Joseph School, 3A Cross, 21st Main, 2nd Stage, BTM, Bangalore",12.9142167749,77.612022534,172
Birbal Biryani - Harlur,"96/2, Silver County Road, Harlur, HSR, Bangalore",12.894740634,77.6615964621,39
Chopstick,"805/A, 16th Main, 7th Cross, Stage 2, BTM, Bangalore",12.9139543579,77.6088783145,2469
Roti Sabji.Com,"149, 3rd B Cross Road, 18th Main, 2nd Stage, Opposite Canara Bank, BTM, Bangalore",12.9140589326,77.6108259335,1809
OOttupura,"1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",12.9267330586,77.6157896966,22
Sandwich Guru,"54/1, First Floor, 24th Main Road, Sector 2, HSR, Bangalore",12.9080775178,77.6490856335,6636
Cafe Coffee Day,"646, 12th Cross, 27th Main, Sector 1, HSR, Bangalore",12.9161174107,77.6516977698,41
Babai Tiffins,"235, 9th Main, 17th Cross, Sector 6, HSR, Bangalore",12.9127537068,77.6351713389,212
Abhiruchi Hotel,"115, 31st Main, Stage 2, Near Bus Stand, BTM, Bangalore",12.915169709,77.6153447852,582
Basmati Express,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9162023769,77.6379866526,317
Arabian Shawarma,"25/2, Shop 2, Ground Floor, Kasavanahalli Village, Sarjapur Road, Bangalore",12.8981994,77.6754005,0
Momo Monk,"13/A, First Floor, 18th Main, BBMP South, Sector 3, HSR, Bangalore",12.9068533085,77.644087337,1087
Bombay Kulfis,"14, Shubh Enclave, Harlur Main Road, Sarjapur Road, Bangalore",12.9141736379,77.6668096706,83
Indiana Burgers,"659, Parangi Palaya, Sector 2, 22nd Cross Road, HSR, Bangalore",12.908832433,77.6479034498,2975
Crusto’s - Cheese Burst Pizza,"72/4, Roopena Agrahara, Hosur Road, Madiwala Post, HSR, Bangalore",12.912206,77.627037,397
Schezwan Hub,"53/2, S 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093504146,77.6877154782,195
Goila Butter Chicken,"671, First Floor, HSR Layout, Sector 7, HSR, Bangalore",12.9086095535,77.635022141,224
Sri Bhagya Grand,"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",12.8936653905,77.6107954234,226
Estaa Sweets,"116/9, Doddakanelli Village, Near Wipro Corporate Office, Sarjapur Road, Bangalore",12.9093478002,77.6884745434,39
Jalpaan,"539/49, 7th Block, 9th Cross, Kanakpura Road, Jayanagar, Bangalore",12.9250798772,77.5769560039,952
Third Wave Coffee,"492, Ground Floor, 17th Main, HSR Layout, Sector 2, HSR, Bangalore",12.9119994571,77.6501950622,189
Tharavadu,"1st Floor, BKL Building, Hosur Main Road, HSR, Bangalore",12.9062526398,77.629776746,166
Kullad Cafe,"G-3, 1210, 16th Main Road, 2nd Stage, Opposite IS Colony Park, BTM, Bangalore",12.912674295,77.6100678742,469
Donne Biryani,"5, NA Venugopal, 4th Main Road, Madiwala, BTM, Bangalore",12.9230881369,77.6164066046,956
TrueCakes,"933, Hermain Complex, 16th Main Road, BTM Layout 2nd Stage, BTM, Bangalore",12.9156946,77.6101288,1851
Home Plate by EatFit,"72/4, Ground Floor, Roopena Agrahara, Hosur Road, HSR, Bangalore",12.9122527258,77.6271334291,143
Lassi Corner,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093062963,77.687754035,63
Oh! Calcutta,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093389765,77.6876578107,500
Savoury - Sea Shell Restaurant,"23, 1st Cross, Maruthi Nagar, Opposite SVR Complex, B.B.M.P South, BTM, Bangalore",12.92672,77.61616,458
Kalingas,"399, 16th Main, NS Palya, BTM, Bangalore",12.9074206417,77.6109395921,468
Sri Bhagya Veg,"201/A, Kudlu Main Road, Kudlu Gate, Bommanahalli, Bangalore",12.8904886563,77.6448782533,55
Punjabi Dhaba,"14, Ground Floor, 24th Main, Agara, HSR, Bangalore",12.9207983511,77.6494403556,157
Hari Super Sandwich,"688/C, 7th Main, 10th Cross, Mico Layout, 2nd Stage, BTM, Bangalore",12.912438347,77.606386207,112
Sattvam,"281, Third Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",12.9064444749,77.5866143033,829
Hyderabad Magic,"2, 1st Street, Aaimatha Temple Road, Vinayaka Nagar, HSR, Bangalore",12.9135337712,77.6255941764,13
HOMMS,"65/1 C, Kaikondrahalli, Carmelaram Post, Sarjapur Road, Mahadevapura, Sarjapur Road, Bangalore",12.9129859399,77.6802077685,270
Khanna's,"65/1 C, Kaikondrahalli, Carmelaram Post, Mahadevapura, Sarjapur Road, Bangalore",12.9130667124,77.6801800244,15
China Pearl,"53/1, 5th Cross, Koramangala 6th Block, Bangalore",12.9361539251,77.6214189827,1989
Puchkas,"87, Hosa Road, Kaikondrahalli, Kasavanahalli, Near Stop & Shop Supermarket, Sarjapur Road, Bangalore",12.9086360246,77.6762621105,37
Green Onion,"548/1, Syed's Plaza, Outer Ring Road, Bellandur, Bangalore",12.926301383,77.6776746288,15
Mallu Family Restaurant,"Kalyani Mansion, Chocolate Factory Road, Thavarakharea, BTM, Bangalore",12.9239181668,77.6108577847,19
Haka,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093455126,77.6877315715,619
Firangi Bake,"Shop 2318, BDA Society, Sector-1, HSR, Bangalore",12.9120713527,77.6516665891,1649
Snack House,"13/A, 1st Floor, 18th Main, Sector 3, HSR, Bangalore",12.9069585398,77.6440538093,2304
Friendly Neighbourhood Pizza - Man,"42, Green Glen Layout, Outer Ring Road, Bellandur, Bangalore",12.927344135,77.6724111289,23
Hungry Bird,"1, Sy No, 6/2, Opposite Foodworld Supermarket, Bata Showroom Backside, 12th Cross, Kasavanahalli Main Road, Sarjapur Road, Bangalore",12.9088964863,77.6806089655,8865
Hiyar Majhe Kolkata,"8, 1st Floor, 14th Main Road, Rashtrakavikuvempu Nagar, NS Palya, BTM, Bangalore",12.905728,77.608287,431
Biryani Mount,"53/2, S 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093749248,77.6877366006,349
Basaveshwar Khanavali,"6, 1st Floor, 1st Cross Road, Koramangala 5th Block, Bangalore",12.9335345,77.6210734,11
Kolkata Durbar,"17, New 1, 16th Main Road, 19th Cross, 2nd Stage, BTM, Bangalore",12.9066967688,77.6113710925,752
Kanti Sweets,"Ground Floor, Begur Road, Hongasandra, Bommanahalli, Bangalore",12.8989033188,77.6265436783,402
New Mahesh Friends Food Corner,"397, 16th Main 7th Cross, BTM Layout, 2nd Stage, BTM, Bangalore",12.9091654446,77.6134015247,259
Cake House,"House 30, 2nd Cross, Canara Bank ATM lane, Hosapalya, HSR, Bangalore",12.8979124746,77.6461572395,1057
Bangaliana,"355, 1st 'B' Main, Opposite HDFC Bank, Koramangala 7th Block, Bangalore",12.9361643817,77.6146987081,449
SLAY Coffee,"13/23, Survey 23, 1st Floor, Ambalipura Village, Harlur Main Road, Sarjapur Road, Bangalore",12.913641614,77.6665461436,324
Kerala Panoor Restaurant,"56, Devarabeesanahalli, Mahadevapura, Marathahalli Outer Ring Road, Bellandur, Bangalore",12.9306252953,77.6849719137,229
Biryani House,"14, CK Nagar, Beretena Agrahara, Near SVBS Complex, Electronic City, Bangalore",12.8702693677,77.6581099257,1111
Chef Bakers,"Shop 1, Survey 2/1, Ground Floor, Assigned 853/2/1, Haaralur Village, Sarjapur Road, Bangalore",12.9034625,77.6619994,11
Mumbai Xpress,"59, Industrial Layout, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",12.9336132998,77.6155969128,181
Wokitchen,"4, 4th Main, Bilekahally, 2nd Stage, BTM, Bangalore",12.9055366069,77.6042873785,1328
Udupi Aramane,"26/27, Mangammanapalya Main Road, Bommanahalli, Bangalore",12.906590557,77.6365268603,15
Carlos Cake Cafe,"3, 17/1, Sarjapur Main Road, Bellandur Gate, Bellandur, Bangalore",12.9188526539,77.6707357541,102
Tasty Restaurant,"104/2, 20th Main, 1st Cross Road, Maruthi Nagar, BTM, Bangalore",12.9227453402,77.6143812016,400
Punjabites By Empire,"53/2, Survey 319, Doddakannelli Village, Sarjapur Road, Bangalore",12.9092834202,77.6877570525,86
The Meal Plate,"40, Ground Floor, 7th Main Road, NS Palya, 2nd Stage, BTM, Bangalore",12.9134945556,77.6039966941,2232
Biryanis,"Shop 764, Sector 3, Club Road, HSR, Bangalore",12.9092546616,77.6401558891,27
Pizza @11th Cross,"23, 13th Cross, 20th Main, Maruthi Nagar, Near Masjid, BTM, Bangalore",12.9208807014,77.6136117429,268
Rusbury Fresh Sweets And Savouries,"2444/A, Second Floor, AECS Layout, Kudlu, Singasandra, 60 Feet Main Road, Bommanahalli, Bangalore",12.883097,77.649569,3900
Habibi Falafel,"15, 1st Main, 6th Cross, Hongasandra Begur Road, Bommanahalli, Bangalore",12.8990268551,77.6297150552,21
Burgers@79,"23, 13th Cross, 20th Main, BTM, Bangalore",12.920881355,77.6136318594,480
Sree Krishna Kafe,"Shop 2, 109/2, Ground Floor, Haralur Main Road, Haralur, HSR, Bangalore",12.8963054482,77.6579359174,58
Sri Bhagya Sagar,"287/2, Patel Layout, Opposite Canara Bank, Begur Main Road, Bommanahalli, Bangalore",12.8850567397,77.62536183,43
FB Café By Frozen Bottle,"88, Celler Floor, 17th Cross, 14th Main, Sector - 4, HSR, Bangalore",12.9123032,77.638449,29
Aapni Rasoi,"50/4, Shop 1, 1st Floor, Devarabisanahalli, Bellandur, Bangalore",12.9320499011,77.6830002617,115
Savi Ruchi,"Shop 19, NR Lane, Kodichikkanahalli, Near Golden Park Apartment, Bommanahalli, Bangalore",12.8952125631,77.6202488691,4
Bowl 99,"11, Ground Floor, 3rd Cross Road, Sector 7, Mangammanapalya, HSR, Bangalore",12.9062758431,77.6361298934,407
Maharaja Military Canteen,"982, 7th Cross, 24th Main Road, First Sector, HSR, Bangalore",12.9195454467,77.6496975124,2
Simplee Shawarma,"401, 25th B Main, 22nd Cross Road, Parangipalya, Sector 2, HSR, Bangalore",12.9086696,77.6506758,3379
Castle Restaurant,"1st Main, 1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",12.9270013442,77.6157370582,7
New Udupi Upahar,"367, 1st Main, SPR Arcade, Garvebhavipalya, Hongasandra, Bommanahalli, Bangalore",12.8994544,77.6294912,74
Ambara Gardenia,"1065/A, 6th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",12.8941484336,77.6110240817,217
Hungry Chang,"1/120, 5th Sector, 14th Main Road, HSR, Bangalore",12.9160830975,77.6379953697,734
Khichadiwala,"20/4, 17th Cross, Rajiv Gandhi Nagar, Sector 6, HSR, Bangalore",12.9121125293,77.6295796037,11149
Hotel Godavari,"15, 20th Cross, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",12.9228152721,77.6144086942,198
Brew Cafe,"44, Near Christ University Back Gate, S G Paya, Christ School Road, BTM, Bangalore",12.9310275539,77.6070306078,485
Kanti Bakes & Flakes,"1058, Shobha Arcade, Vijay Bank Colony, Bilekahalli, Bannerghatta Road, Bangalore",12.8949256146,77.609324567,820
Olio - The Wood Fired Pizzeria,"72/4, Roopena Agrahara, Hosur Road, Madiwala Post, HSR, Bangalore",12.912206,77.627037,291
Basaveshwara Khanavali,"1329, 24th Main Road, Parangipalya Main Road, Next to ICICI Bank, HSR, Bangalore",12.9039269,77.6489306,0
Rolls & Bowls Company,"Katha 688/1212, Ground Floor, Sector-III, Hosur Sarjapur Road, HSR, Bangalore",12.9093,77.638701,79
Parkview,"45, 1st Main, 3rd Phase, Opposite Mini Forest, JP Nagar, Bangalore",12.9114043564,77.5989819691,173
Hotel Palace,"1, Vazhapilya Building, MG Palya Road, B.B.M.P South, HSR, Bangalore",12.9065853281,77.6312258095,51
Chickpete Donne Biryani House,"581, Ground Floor, 22nd Cross, 3rd Sector, HSR, Bangalore",12.9093442054,77.6383195817,5018
Mayuri,"N-7, 1st Phase, TMC Layout, 24th Main Road, JP Nagar, Bangalore",12.9127481513,77.5856865942,1089
Udupi Kitchen,"3, Survey 3/3, KPTCL Layout Road, Kaikondrahalli, Caremalaram Post, Near Bata Showroom, Sarjapur Road, Bangalore",12.9116324621,77.6810136437,36
The Rasoiya Street,"441, Anantha, 3rd Floor, 17th Cross, Sector 4, HSR, Bangalore",12.9122089348,77.6429517567,2399
Elite Kerala Mess,"22, 1st Floor 1st Cross, Bilekalli, Bannerghatta Road, Bangalore",12.8989559361,77.6028631255,75
Copper Kitchen,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",12.9150252658,77.6323053986,290
Asia Kitchen By Mainland China,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.909343225,77.6877349243,397
Coal Spark,"At 1567, Ground Floor, NGR Complex, 27Th Main, BTM Layout, HSR, Bangalore",12.903691775,77.649990879,521
Tasty Magic,"20-1, Chikkadugodi Main Road, DRC Post, BTM, Bangalore",12.9280189315,77.6091294363,105
Mast Marathi,"Site 1, 18th Main, Sector 3, HSR Layout, Near Sri Shirdi Saibaba Mandir, HSR, Bangalore",12.9115667755,77.6443009079,164
Dhaba Shaba,"1/1A, 1st Floor, Sarjapura Road, Kaikondrahalli, Sarjapur Road, Bangalore",12.913029,77.679359,59
New Gongura Grand,"1136, 17 Cross Road, Sector 7, Andhra Bank, HSR, Bangalore",12.9123386737,77.6336367801,435
Goplajee Cafe,"38/A, 18th Main, 22nd Cross, Sector 3, HSR, Bangalore",12.9087523663,77.6431542635,39
Mallu House,"1/120, 14th Main Road, 5th Sector, HSR Layout, BTM Layout, B.B.M.P South, HSR, Bangalore",12.916194,77.638029,42
Holy Smoke,"16, 16th Main, BTM Layout, 2nd Stage, 1st Phase, BTM, Bangalore",12.9102880076,77.6098301634,104
Jeni's Kitchen,"16/10, Ground Floor, Hosapalya Main Road, Bommanahalli, Bangalore",12.9000726623,77.6454864442,22
The Red Box,"32/1, Ground Floor, 14th Cross, 9th Main, 6th Sector, HSR Layout, HSR, Bangalore",12.9152399697,77.6355716586,4507
Keventers Ice Cream,"113, 27Th Main Road, Sector 2, Opposite VLCC, HSR, Bangalore",12.9105268988,77.6519877836,234
Agarwal Food Service,"54, 5th Cross, Thayappa Garden, Devarachikkanahalli Main Road, BTM, Bangalore",12.9009763015,77.6053220406,5532
New Ambur Hot Dum Biriyani,"A Block, AECS Layout, Kudlu Village, Kalanikethan Road, Near Hospetic Hospital, Bommanahalli, Bangalore",12.8859908286,77.6492857933,188
Bengali Fun Foods,"66, 35th Main, 100 Feet Ring Road, BTM 2nd Stage, Near Silk Board, BTM, Bangalore",12.91605532,77.6187766716,293
Boss Burger,"Saket Callipolis, 7th Floor, Survey 58, 1/2/3, Doddakannelli, Sarjapur Road, Bangalore",12.9100876787,77.685595192,552
Marmali Kitchen,"7, 100 Feet Ring Road, First Stage, BTM, Bangalore",12.916399,77.6165599,17
Nasco Restaurant Kabab Center,"67/2, Begur Road, Bommanahalli, Bangalore",12.8841713457,77.6248619333,8
Rice Noodles,"107/108, Ground Floor, Reliable Residency, 3rd Cross, Somasundarapalya, HSR, Bangalore",12.897602,77.6556668,284
Sri Sapana Dhaba,"289, MCHS Colony, 7th Cross Road, Lakshmi Layout, Stage 2, BTM, Bangalore",12.909314,77.612839,95
Social Delivery,"735/11/12, VP Khata 336, Begur Hobli, Near ICICI Bank, Bommanahalli, Bangalore",12.9035953662,77.6294223592,426
BigBites,"13/A, 18th Main, Sector 3, HSR, Bangalore",12.9068634395,77.644110471,445
Madurai Parotta House,"12/13, 20th Main, 1st Phase, 1st Stage, 1st Cross, Opposite Venkateshwara Textiles, BTM, Bangalore",12.9225296624,77.6142145693,526
