id,hotel,link,cusine,rating,price_for_one
463,Kavuni Kitchen,https://www.zomato.com/bangalore/kavuni-kitchen-thippasandra-bangalore/order,"Biryani, Chettinad, Chinese, South Indian",3.8,₹200 for one
464,Potli B,https://www.zomato.com/bangalore/potli-b-domlur-bangalore/order,"North Indian, Biryani, Rolls",-,₹200 for one
465,One Two Cafe,https://www.zomato.com/bangalore/one-two-cafe-indiranagar-bangalore/order,"Cafe, Healthy Food",4.0,₹200 for one
466,Amrutha Sweets,https://www.zomato.com/bangalore/amrutha-sweets-ulsoor-bangalore/order,"Mithai, Street Food",3.9,₹200 for one
467,Britalian,https://www.zomato.com/bangalore/britalian-frazer-town-bangalore/order,"Italian, British, Beverages, Desserts",4.0,₹200 for one
468,Tiara's Eats,https://www.zomato.com/bangalore/tiaras-eats-thippasandra-bangalore/order,Fast Food,4.0,₹100 for one
469,Thalassery Juice World,https://www.zomato.com/bangalore/thalassery-juice-world-ulsoor-bangalore/order,"Fast Food, Juices, Beverages, Ice Cream, Desserts, Shake",-,₹100 for one
470,Cafe Inn,https://www.zomato.com/bangalore/cafe-inn-richmond-road-bangalore/order,"Burger, Sandwich, Pizza, Pasta, Chinese",-,₹100 for one
471,Tiny Cafe,https://www.zomato.com/bangalore/tiny-cafe-indiranagar-bangalore/order,"Fast Food, Biryani",-,₹100 for one
472,Cafe Igniite,https://www.zomato.com/bangalore/cafe-igniite-brigade-road-bangalore/order,"Chinese, Fast Food, Pasta, Continental, Sichuan",-,₹100 for one
473,Dilkhush Mukhwas,https://www.zomato.com/bangalore/dilkhush-mukhwas-old-madras-road-bangalore/order,Desserts,-,₹100 for one
474,Shawarma Social,https://www.zomato.com/bangalore/shawarma-social-thippasandra-bangalore/order,Lebanese,-,₹100 for one
475,Dinesh Food Corner,https://www.zomato.com/bangalore/dinesh-food-corner-ejipura-bangalore/order,"North Indian, Chinese",-,₹100 for one
476,Tindi_Biryani,https://www.zomato.com/bangalore/tindi-biryani-airport-road-bangalore/order,"South Indian, Biryani",-,₹100 for one
477,Yohan Kitchen,https://www.zomato.com/bangalore/yohan-kitchen-ejipura-bangalore/order,"Biryani, Desserts",-,₹100 for one
478,The Arabs,https://www.zomato.com/bangalore/the-arabs-indiranagar-bangalore/order,"Arabian, Biryani",-,₹100 for one
479,Kerela Nandan,https://www.zomato.com/bangalore/kerela-nandan-btm-bangalore/order,"South Indian, Biryani",-,₹100 for one
480,The Nawab Kitchen,https://www.zomato.com/bangalore/the-nawab-kitchen-btm-bangalore/order,"Biryani, Fast Food",-,₹250 for one
481,Arabian Kabza House,https://www.zomato.com/bangalore/arabian-kabza-house-domlur-bangalore/order,Chinese,-,₹250 for one
482,Swamy's Naati Kitchen,https://www.zomato.com/bangalore/swamys-naati-kitchen-indiranagar-bangalore/order,"South Indian, Biryani",4.3,₹250 for one
483,Neriah,https://www.zomato.com/bangalore/neriah-jeevan-bhima-nagar-bangalore/order,"South Indian, Healthy Food",-,₹250 for one
484,Bengali Bhoj,https://www.zomato.com/bangalore/bengali-bhoj-btm-bangalore/order,"North Indian, Bengali",-,₹250 for one
485,Sandhya Veg,https://www.zomato.com/bangalore/sandhya-veg-brigade-road/order,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake",3.9,₹250 for one
486,i-Bar - The Park Bangalore,https://www.zomato.com/bangalore/i-bar-the-park-bangalore-mg-road-bangalore/order,"North Indian, Chinese, Mediterranean",-,₹250 for one
487,Cafe Idly,https://www.zomato.com/bangalore/cafe-idly-frazer-town/order,"South Indian, Fast Food, Beverages",3.8,₹250 for one
488,Caraway Kitchen - Conrad Bengaluru,https://www.zomato.com/bangalore/caraway-kitchen-conrad-bengaluru-ulsoor/order,"Asian, Continental, North Indian, Italian, Fast Food",-,₹250 for one
489,Brahmin Home Food,https://www.zomato.com/bangalore/brahmin-home-food-indiranagar-bangalore/order,South Indian,4.1,₹250 for one
490,All Saints Bakery,https://www.zomato.com/bangalore/all-saints-bakery-brigade-road/order,"Bakery, Fast Food",4.3,₹250 for one
491,Crispy Crust Pizza,https://www.zomato.com/bangalore/crispy-crust-pizza-indiranagar-bangalore/order,Pizza,3.7,₹250 for one
492,Churmur Chaat Company,https://www.zomato.com/bangalore/churmur-chaat-company-residency-road-bangalore/order,Street Food,4.3,₹150 for one
493,Sri Manjunatha Tiffin Centre,https://www.zomato.com/bangalore/sri-manjunatha-tiffin-centre-jeevan-bhima-nagar-bangalore/order,South Indian,3.9,₹150 for one
494,Marine Sea Food,https://www.zomato.com/bangalore/marine-sea-food-ulsoor-bangalore/order,"North Indian, Seafood",3.7,₹150 for one
495,Bangalore Thindies,https://www.zomato.com/bangalore/bangalore-thindies-indiranagar-bangalore/order,South Indian,3.8,₹150 for one
496,Chikkanna Tiffin Room,https://www.zomato.com/bangalore/chikkanna-tiffin-room-ulsoor-bangalore/order,South Indian,3.9,₹150 for one
497,Knead-O Breads,https://www.zomato.com/bangalore/knead-o-breads-koramangala-8th-block-bangalore/order,Bakery,4.0,₹150 for one
498,The Burger Hub,https://www.zomato.com/bangalore/the-burger-hub-banaswadi-bangalore/order,"Rolls, Burger, Fast Food, Street Food, Ice Cream, Beverages, Desserts, Shake",4.3,₹150 for one
499,Meera's Kitchen Home Made,https://www.zomato.com/bangalore/meeras-kitchen-home-made-ejipura-bangalore/order,"South Indian, North Indian",-,₹150 for one
500,Sri Ganesh Darshini,https://www.zomato.com/bangalore/sri-ganesh-darshini-1-airport-road-bangalore/order,"South Indian, Street Food, Chinese, Beverages, Juices",3.6,₹150 for one
501,Nanav Store & Cafe,https://www.zomato.com/bangalore/nanav-store-cafe-indiranagar-bangalore/order,"Continental, Fast Food, Desserts, North Indian, Asian",3.5,₹150 for one
502,Eddy's Cafe,https://www.zomato.com/bangalore/eddys-cafe-indiranagar-bangalore/order,"Cafe, American, Salad, Continental, Healthy Food, Italian, Beverages",4.3,₹150 for one
503,Little White Kitchen,https://www.zomato.com/bangalore/little-white-kitchen-brigade-road-bangalore/order,"Fast Food, Chinese, Continental, American, Beverages, Shake",4.4,₹150 for one
504,SG Foods,https://www.zomato.com/bangalore/sg-foods-indiranagar-bangalore/order,South Indian,-,₹100 for one
505,Cafe Plume,https://www.zomato.com/bangalore/cafe-plume-indiranagar-bangalore/order,"Cafe, Coffee, Beverages, Sandwich, French, Desserts",-,₹100 for one
506,Acha's Food,https://www.zomato.com/bangalore/achas-food-1-indiranagar-bangalore/order,"Fast Food, North Indian, Beverages, Shake",-,₹100 for one
507,Begum's Authentic Hyderabadi Kitchen,https://www.zomato.com/bangalore/begums-authentic-hyderabadi-kitchen-richmond-road-bangalore/order,Hyderabadi,4.0,₹100 for one
508,Heights & Bites By Jula,https://www.zomato.com/bangalore/heights-bites-by-jula-frazer-town-bangalore/order,"North Indian, Fast Food, Salad, Street Food",-,₹100 for one
509,Sri Vinayaka Tiffin Center,https://www.zomato.com/bangalore/sri-vinayaka-tiffin-center-indiranagar-bangalore/order,South Indian,4.0,₹100 for one
510,Bheemavarma's Biryani,https://www.zomato.com/bheemavarmasbiryani/order,"Biryani, Hyderabadi, Andhra, Chettinad, South Indian, Tamil",3.3,₹100 for one
511,Chai Corner,https://www.zomato.com/bangalore/chai-corner-thippasandra-bangalore/order,"Tea, Beverages",-,₹100 for one
512,Hot N Cool,https://www.zomato.com/bangalore/hot-n-cool-thippasandra-bangalore/order,Beverages,-,₹100 for one
513,Cocoberry,https://www.zomato.com/bangalore/cocoberry-2-indiranagar-bangalore/order,"Frozen Yogurt, Ice Cream",-,₹100 for one
514,Bonomi,https://www.zomato.com/bangalore/bonomi-indiranagar-bangalore/order,"Beverages, Coffee",-,₹100 for one
515,Mother's Special,https://www.zomato.com/bangalore/mothers-special-1-ejipura-bangalore/order,Fast Food,-,₹100 for one
516,Flo,https://www.zomato.com/bangalore/flo-church-street-bangalore/order,"Asian, Thai, Continental, Finger Food, Sushi, Desserts, Beverages",-,₹400 for one
517,Vamsi Tiffin Centre,https://www.zomato.com/bangalore/vamsi-tiffin-centre-richmond-road-bangalore/order,South Indian,4.0,₹400 for one
518,Priyanshi Bakery,https://www.zomato.com/bangalore/priyanshi-bakery-indiranagar-bangalore/order,"Bakery, Desserts",-,₹400 for one
519,Biriyani Zone,https://www.zomato.com/bangalore/biriyani-zone-1-whitefield/order,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",3.9,₹300 for one
520,Domino's Pizza,https://www.zomato.com/bangalore/dominos-pizza-whitefield/order,"Pizza, Fast Food, Desserts, Beverages",3.5,₹300 for one
521,Leon's Burgers & Wings,https://www.zomato.com/bangalore/leons-burgers-wings-whitefield-bangalore/order,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",4.2,₹300 for one
522,Potful - Claypot Biryanis,https://www.zomato.com/bangalore/potful-claypot-biryanis-whitefield-bangalore/order,"Biryani, Kebab, Mughlai, North Indian, Desserts",4.1,₹300 for one
523,Burger King,https://www.zomato.com/bangalore/burger-king-itpl-main-road-whitefield-bangalore/order,"Burger, Fast Food, Beverages, Desserts",4.2,₹300 for one
524,Shanmukha,https://www.zomato.com/bangalore/shanmukha-brookefield/order,"Biryani, Andhra, North Indian, Chinese, Seafood",4.0,₹300 for one
525,Hotel Abooz- Eat 'N' Meet Restaurant,https://www.zomato.com/bangalore/hotel-abooz-eat-n-meet-restaurant-whitefield-bangalore/order,"North Indian, Mughlai, South Indian, Fast Food, Seafood, Desserts, Beverages",3.7,₹300 for one
526,Red Rhino,https://www.zomato.com/bangalore/red-rhino-whitefield-bangalore/order,"Continental, North Indian, Asian, Oriental, Mediterranean, Mangalorean, Beverages, Desserts",4.0,₹300 for one
527,Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-6-whitefield-bangalore/order,"Pizza, Fast Food, Desserts, Beverages",3.3,₹300 for one
528,Sri Udupi Food Hub,https://www.zomato.com/bangalore/sri-udupi-food-hub-whitefield-bangalore/order,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",3.8,₹100 for one
529,KFC,https://www.zomato.com/bangalore/kfc-3-whitefield/order,"Burger, Fast Food, Biryani, Desserts, Beverages",3.5,₹100 for one
530,Empire Restaurant,https://www.zomato.com/bangalore/empire-restaurant-1-whitefield-bangalore/order,"North Indian, Biryani, Kebab, Chinese, Beverages",3.9,₹100 for one
531,Meghana Foods,https://www.zomato.com/bangalore/meghana-foods-brookefield-bangalore/order,"Biryani, Andhra, North Indian, Seafood",4.1,₹100 for one
532,Mani's Dum Biryani,https://www.zomato.com/bangalore/manis-dum-biryani-whitefield-bangalore/order,"Biryani, Kebab",4.0,₹100 for one
533,T’s 21 Spice Biryani,https://www.zomato.com/bangalore/ts-21-spice-biryani-itpl-main-road-whitefield-bangalore/order,"Biryani, Andhra",4.0,₹100 for one
534,Kritunga Restaurant,https://www.zomato.com/bangalore/kritunga-restaurant-1-brookefield/order,"Andhra, South Indian, North Indian, Biryani, Chinese, Seafood",3.8,₹100 for one
535,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-2-whitefield-bangalore/order,"North Indian, South Indian, Chinese, Street Food, Ice Cream, Beverages, Shake",3.8,₹100 for one
536,Beijing Bites,https://www.zomato.com/bangalore/beijing-bites-1-whitefield/order,"Chinese, Thai, Seafood, Healthy Food, Sichuan",3.8,₹100 for one
537,Moriz Restaurant,https://www.zomato.com/bangalore/moriz-restaurant-brookefield/order,"Arabian, Lebanese, Biryani, North Indian, Mughlai, Fast Food, Beverages",3.6,₹100 for one
538,Orbis Restaurant,https://www.zomato.com/bangalore/orbis-restaurant-itpl-main-road-whitefield-bangalore/order,"Mughlai, Biryani, North Indian, Arabian, Chinese, Beverages, Desserts",3.4,₹100 for one
539,Paradise Biryani,https://www.zomato.com/bangalore/paradise-biryani-whitefield-bangalore/order,"Biryani, North Indian, Kebab",3.7,₹100 for one
540,McDonald's,https://www.zomato.com/bangalore/mcdonalds-1-whitefield/order,"Burger, Fast Food, Beverages",4.2,₹200 for one
541,Cakes Wagon,https://www.zomato.com/bangalore/cakes-wagon-whitefield-bangalore/order,"Bakery, Desserts",3.5,₹200 for one
542,The Bake Feast,https://www.zomato.com/bangalore/the-bake-feast-whitefield-bangalore/order,"Bakery, Desserts",4.1,₹200 for one
543,Imperio Restaurant,https://www.zomato.com/bangalore/imperio-restaurant-1-brookefield-bangalore/order,"North Indian, Arabian, Mughlai, Biryani, Chinese, Juices, Beverages",3.8,₹200 for one
544,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-marathahalli-bangalore/order,"North Indian, Mughlai, Chinese, Kebab, Rolls, Seafood, Arabian, Biryani",3.6,₹200 for one
545,U.P. Dhaba,https://www.zomato.com/bangalore/u-p-dhaba-whitefield-bangalore/order,"North Indian, Chinese, Mughlai, Biryani",3.2,₹200 for one
546,Onesta,https://www.zomato.com/bangalore/onesta-whitefield-bangalore/order,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",3.4,₹200 for one
547,MOJO Pizza - 2X Toppings,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-2-whitefield-bangalore/order,"Pizza, Fast Food, Desserts, Beverages",4.2,₹200 for one
548,CakeZone,https://www.zomato.com/bangalore/cakezone-whitefield-bangalore/order,"Bakery, Ice Cream",4.0,₹200 for one
549,Sri Alok Park,https://www.zomato.com/bangalore/sri-alok-park-whitefield-bangalore/order,"South Indian, North Indian, Chinese, Street Food, Beverages, Ice Cream, Shake",4.0,₹200 for one
550,WarmOven Cake & Desserts,https://www.zomato.com/bangalore/warmoven-cake-desserts-whitefield-bangalore/order,"Bakery, Desserts, Ice Cream, Shake",4.0,₹200 for one
551,Madurai Idly Shop,https://www.zomato.com/bangalore/madurai-idly-shop-brookefield-bangalore/order,South Indian,3.8,₹200 for one
552,The Punjabi Rasoi,https://www.zomato.com/bangalore/the-punjabi-rasoi-whitefield-bangalore/order,"Mughlai, North Indian, Chinese, Beverages",4.0,₹200 for one
553,Hyderabadi Handi Biryani,https://www.zomato.com/bangalore/hyderabadi-handi-biryani-whitefield-bangalore/order,"Andhra, Biryani, Chinese, North Indian",3.7,₹200 for one
554,Sri Lakshmi Vaibhav,https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-whitefield-bangalore/order,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts",4.0,₹200 for one
555,Akshatha Nati Style,https://www.zomato.com/bangalore/akshatha-nati-style-brookefield-bangalore/order,"South Indian, Mughlai",4.0,₹200 for one
556,Dil Se Dilli,https://www.zomato.com/bangalore/dil-se-dilli-2-whitefield/order,"North Indian, Mughlai, Rolls",3.9,₹200 for one
557,New Udupi Delicacy,https://www.zomato.com/bangalore/new-udupi-delicacy-whitefield-bangalore/order,"South Indian, North Indian, Chinese, Shake",3.8,₹200 for one
558,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-whitefield/order,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",3.9,₹200 for one
559,Kanti Sweets,https://www.zomato.com/bangalore/kanti-sweets-brookefield/order,"Mithai, Street Food",4.4,₹200 for one
560,Andhra Gunpowder,https://www.zomato.com/bangalore/andhra-gunpowder-1-itpl-main-road-whitefield-bangalore/order,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",4.1,₹200 for one
561,BOX8 - Desi Meals,https://www.zomato.com/bangalore/box8-desi-meals-whitefield-bangalore/order,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",4.2,₹200 for one
562,FreshMenu,https://www.zomato.com/FreshMenuWhitefield/order,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",3.8,₹200 for one
563,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-1-itpl-main-road-whitefield-bangalore/order,"Biryani, South Indian, Mughlai, Andhra, Desserts, Hyderabadi",3.9,₹200 for one
564,Chakh Le India,https://www.zomato.com/bangalore/chakh-le-india-brookefield/order,"North Indian, Rolls, Chinese, Street Food",3.6,₹50 for one
565,Pepe's Pizza,https://www.zomato.com/bangalore/pepes-pizza-itpl-main-road-whitefield-bangalore/order,"Pizza, Pasta, Burger, Beverages, Desserts",4.0,₹50 for one
566,Kidilum,https://www.zomato.com/bangalore/kidilum-whitefield/order,"Kerala, Chinese, North Indian",3.8,₹50 for one
567,Dhaba Square,https://www.zomato.com/bangalore/dhaba-square-whitefield-bangalore/order,"North Indian, Chinese, Sichuan",4.0,₹50 for one
568,Kidilum Grand,https://www.zomato.com/bangalore/kidilum-grand-1-whitefield-bangalore/order,"Biryani, South Indian",3.8,₹50 for one
569,Grill Factory,https://www.zomato.com/bangalore/grill-factory-1-whitefield-bangalore/order,"Arabian, Shawarma, BBQ",3.7,₹50 for one
570,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-whitefield-bangalore/order,"Biryani, Andhra, North Indian, Chinese, South Indian, Beverages",4.1,₹50 for one
571,Al-Bek,https://www.zomato.com/bangalore/al-bek-varthur-main-road-whitefield-bangalore/order,"Mughlai, Arabian, North Indian, Chinese",4.0,₹50 for one
572,Five Star Chicken,https://www.zomato.com/bangalore/five-star-chicken-1-itpl-main-road-whitefield-bangalore/order,"Rolls, Fast Food",3.9,₹50 for one
573,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-whitefield-bangalore/order,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",3.4,₹50 for one
574,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-1-marathahalli/order,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Beverages",3.9,₹50 for one
575,Polar Bear,https://www.zomato.com/bangalore/polar-bear-2-whitefield-bangalore/order,"Ice Cream, Beverages, Shake",4.4,₹50 for one
576,Corner House Ice Creams,https://www.zomato.com/bangalore/corner-house-ice-creams-1-marathahalli-bangalore/order,"Ice Cream, Desserts, Shake",4.5,₹150 for one
577,Chickpet Donne Biriyani House,https://www.zomato.com/bangalore/chickpet-donne-biriyani-house-whitefield-bangalore/order,"Biryani, South Indian, Chinese, North Indian",4.1,₹150 for one
578,Behrouz Biryani,https://www.zomato.com/bangalore/behrouz-biryani-itpl-main-road-whitefield-bangalore/order,"Biryani, Kebab, Hyderabadi, Lucknowi",4.0,₹150 for one
579,Ovenstory Pizza,https://www.zomato.com/bangalore/ovenstory-pizza-3-whitefield/order,"Pizza, Fast Food",3.7,₹150 for one
580,Sharief Bhai,https://www.zomato.com/bangalore/sharief-bhai-brookefield-bangalore/order,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",4.0,₹150 for one
