,cusine,Location,Rating,price_for_one
753,Desserts,Ground Floor Garuda Mall Brigade Road,4.0,150
754,Beverages,Ground Floor Garuda Mall Brigade Road,4.0,150
755,Momos,Jeevan Bhima Nagar,4.1,150
756,Biryani,Frazer Town,4.1,150
757,Mughlai,Frazer Town,4.1,150
758,North Indian,Frazer Town,4.1,150
759,Kebab,Frazer Town,4.1,150
760,Chinese,Frazer Town,4.1,150
761,Arabian,Koramangala 5th Block,3.5,150
762,North Indian,Koramangala 5th Block,3.5,150
763,Chinese,Koramangala 5th Block,3.5,150
764,Fast Food,Koramangala 5th Block,3.5,150
765,Beverages,Koramangala 5th Block,3.5,150
766,Desserts,Koramangala 5th Block,3.5,150
768,Burger,Kaggadasapura,3.9,150
769,Rolls,Kaggadasapura,3.9,150
770,Beverages,Kaggadasapura,3.9,150
771,Desserts,Kaggadasapura,3.9,150
772,Shake,Kaggadasapura,3.9,150
773,Pizza,Koramangala 6th Block,3.8,150
774,North Indian,Frazer Town,4.0,150
775,Mughlai,Frazer Town,4.0,150
776,Biryani,Frazer Town,4.0,150
777,Kebab,Frazer Town,4.0,150
778,Seafood,Frazer Town,4.0,150
779,Beverages,Frazer Town,4.0,150
780,North Indian,Koramangala 6th Block,4.1,350
781,Mughlai,Koramangala 6th Block,4.1,350
782,Biryani,Koramangala 6th Block,4.1,350
783,Rolls,Koramangala 6th Block,4.1,350
784,South Indian,Koramangala 5th Block,4.1,350
785,North Indian,Koramangala 5th Block,4.1,350
786,Chinese,Koramangala 5th Block,4.1,350
787,Street Food,Koramangala 5th Block,4.1,350
788,Ice Cream,Koramangala 5th Block,4.1,350
789,Desserts,Koramangala 5th Block,4.1,350
790,Beverages,Koramangala 5th Block,4.1,350
791,North Indian,Kalyan Nagar,3.6,350
792,Chinese,Kalyan Nagar,3.6,350
793,Andhra,Kalyan Nagar,3.6,350
794,Biryani,Kalyan Nagar,3.6,350
795,Seafood,Kalyan Nagar,3.6,350
796,Fast Food,Kalyan Nagar,3.6,350
797,South Indian,Kalyan Nagar,3.6,350
798,Chinese,Jeevan Bhima Nagar,4.0,350
799,Asian,Jeevan Bhima Nagar,4.0,350
800,Thai,Jeevan Bhima Nagar,4.0,350
801,Momos,Jeevan Bhima Nagar,4.0,350
802,Sichuan,Jeevan Bhima Nagar,4.0,350
803,Cafe,Church Street,4.2,350
804,Coffee,Church Street,4.2,350
805,Fast Food,Church Street,4.2,350
806,Beverages,Church Street,4.2,350
807,Kerala,Koramangala 5th Block,3.6,350
808,Biryani,Koramangala 5th Block,3.6,350
809,Chinese,Koramangala 5th Block,3.6,350
810,Sichuan,Koramangala 5th Block,3.6,350
811,South Indian,Ulsoor,4.0,350
812,North Indian,Ulsoor,4.0,350
813,Chinese,Ulsoor,4.0,350
814,Street Food,Ulsoor,4.0,350
815,Desserts,Ulsoor,4.0,350
816,Shake,Ulsoor,4.0,350
817,Beverages,Ulsoor,4.0,350
818,Juices,St. Marks Road,4.3,350
819,Beverages,St. Marks Road,4.3,350
820,Sandwich,St. Marks Road,4.3,350
821,Fast Food,St. Marks Road,4.3,350
822,Shake,St. Marks Road,4.3,350
823,Rolls,St. Marks Road,4.3,350
824,Healthy Food,St. Marks Road,4.3,350
825,Street Food,St. Marks Road,4.3,350
826,Bakery,Kammanahalli,3.7,350
827,Rolls,Kaggadasapura,4.0,350
828,North Indian,Banaswadi,3.8,350
829,Beverages,Banaswadi,3.8,350
830,Beverages,Koramangala 8th Block,3.8,350
831,Fast Food,Koramangala 8th Block,3.8,350
832,Desserts,Koramangala 8th Block,3.8,350
833,Shake,Koramangala 8th Block,3.8,350
874,Chinese,Cunningham Road,3.7,300
875,Asian,Cunningham Road,3.7,300
876,Seafood,Cunningham Road,3.7,300
877,Thai,Cunningham Road,3.7,300
878,Sichuan,Cunningham Road,3.7,300
879,Fast Food,Frazer Town,3.7,300
880,Momos,Frazer Town,3.7,300
881,Ice Cream,CV Raman Nagar,4.3,300
882,Desserts,CV Raman Nagar,4.3,300
883,North Indian,Banaswadi,3.7,300
884,Chinese,Banaswadi,3.7,300
885,Bakery,Marathahalli,3.6,300
886,Coffee,Old Airport Road,4.0,300
887,Chinese,Shivajinagar,3.8,300
888,South Indian,Shivajinagar,3.8,300
889,North Indian,Shivajinagar,3.8,300
890,Mughlai,Shivajinagar,3.8,300
891,Cafe,St. Marks Road,4.2,300
892,Burger,St. Marks Road,4.2,300
893,Continental,St. Marks Road,4.2,300
894,Beverages,St. Marks Road,4.2,300
895,Desserts,St. Marks Road,4.2,300
896,North Indian,Koramangala 5th Block,3.9,300
897,Chinese,Koramangala 5th Block,3.9,300
898,Andhra,Majestic,4.3,300
899,Biryani,Majestic,4.3,300
900,Biryani,Koramangala 1st Block,4.3,300
901,Kebab,Koramangala 1st Block,4.3,300
902,North Indian,Koramangala 1st Block,4.3,300
903,BBQ,Koramangala 1st Block,4.3,300
904,Desserts,Koramangala 1st Block,4.3,300
905,Beverages,Koramangala 1st Block,4.3,300
906,North Indian,Koramangala 7th Block,4.1,300
907,Healthy Food,Koramangala 7th Block,4.1,300
908,Beverages,Koramangala 7th Block,4.1,300
909,Shake,Koramangala 7th Block,4.1,300
910,South Indian,CV Raman Nagar,4.0,100
911,Chinese,CV Raman Nagar,4.0,100
912,Beverages,CV Raman Nagar,4.0,100
913,Arabian,Kammanahalli,4.2,100
914,Fast Food,Kammanahalli,4.2,100
915,Beverages,Kammanahalli,4.2,100
916,Desserts,Kammanahalli,4.2,100
917,North Indian,Koramangala 1st Block,3.6,100
918,Beverages,Koramangala 1st Block,3.6,100
919,South Indian,Koramangala 5th Block,4.2,100
920,Beverages,Koramangala 5th Block,4.2,100
921,Bakery,Old Airport Road,3.6,100
922,Arabian,Frazer Town,4.0,100
923,North Indian,Frazer Town,4.0,100
924,Mughlai,Frazer Town,4.0,100
925,Bakery,Koramangala 6th Block,4.2,100
926,Desserts,Koramangala 6th Block,4.2,100
927,Shake,Koramangala 6th Block,4.2,100
928,South Indian,Cunningham Road,3.6,100
929,North Indian,Old Airport Road,3.8,100
930,South Indian,Old Airport Road,3.8,100
931,Chinese,Old Airport Road,3.8,100
932,Mughlai,Old Airport Road,3.8,100
933,North Indian,Race Course Road,4.0,100
934,Seafood,Race Course Road,4.0,100
935,Desserts,Race Course Road,4.0,100
936,South Indian,Thippasandra,4.2,100
937,Ice Cream,Old Madras Road,4.0,100
938,Waffle,Old Madras Road,4.0,100
939,Desserts,Old Madras Road,4.0,100
940,Sandwich,Old Madras Road,4.0,100
941,Shake,Old Madras Road,4.0,100
942,Beverages,Old Madras Road,4.0,100
951,Mughlai,Old Airport Road,3.7,300
952,Biryani,Old Airport Road,3.7,300
953,South Indian,Near Richmond Road,3.6,300
954,Chinese,Near Richmond Road,3.6,300
955,Rolls,Near Richmond Road,3.6,300
956,North Indian,Near Richmond Road,3.6,300
957,Bakery,Old Madras Road,4.5,300
958,Desserts,Old Madras Road,4.5,300
959,Mithai,Old Madras Road,4.5,300
960,Pizza,Koramangala 6th Block,3.6,300
961,Italian,Koramangala 6th Block,3.6,300
962,North Indian,Koramangala 4th Block,3.8,300
963,Chinese,Koramangala 4th Block,3.8,300
964,Seafood,Koramangala 4th Block,3.8,300
965,Mughlai,Koramangala 4th Block,3.8,300
966,Desserts,Koramangala 4th Block,3.8,300
967,Beverages,Koramangala 4th Block,3.8,300
968,Sichuan,Koramangala 4th Block,3.8,300
969,Burger,Koramangala 6th Block,4.1,300
970,Fast Food,Koramangala 6th Block,4.1,300
971,Pizza,Koramangala 6th Block,3.9,300
972,Fast Food,Koramangala 6th Block,3.9,300
973,Desserts,MG Road,4.0,300
974,Cafe,MG Road,4.0,300
975,Fast Food,MG Road,4.0,300
976,Sandwich,MG Road,4.0,300
977,Burger,MG Road,4.0,300
978,Ice Cream,MG Road,4.0,300
979,Shake,MG Road,4.0,300
980,Biryani,Old Madras Road,4.0,300
981,Hyderabadi,Old Madras Road,4.0,300
982,North Indian,Old Madras Road,4.0,300
983,Chinese,Old Madras Road,4.0,300
984,Fast Food,Old Madras Road,4.0,300
985,Beverages,Old Airport Road,4.0,300
986,Juices,Old Airport Road,4.0,300
987,Fast Food,Old Airport Road,4.0,300
988,Sandwich,Old Airport Road,4.0,300
989,Shake,Old Airport Road,4.0,300
990,Chinese,Church Street,4.1,300
991,Momos,Church Street,4.1,300
992,Thai,Church Street,4.1,300
993,Asian,Church Street,4.1,300
994,Seafood,Church Street,4.1,300
995,Sushi,Church Street,4.1,300
996,Beverages,Church Street,4.1,300
997,Mughlai,St. Marks Road,4.0,300
998,North Indian,St. Marks Road,4.0,300
999,Rolls,St. Marks Road,4.0,300
1000,Desserts,Frazer Town,4.5,300
1001,Kerala,Kaggadasapura,4.0,300
1002,Bakery,Rammurthy Nagar,4.0,300
1003,Desserts,Rammurthy Nagar,4.0,300
1004,Ice Cream,Near Brigade Road,4.3,300
1005,Desserts,Near Brigade Road,4.3,300
1006,Shake,Near Brigade Road,4.3,300
1007,Beverages,Near Brigade Road,4.3,300
1008,Burger,Lavelle Road,4.2,300
1009,Fast Food,Lavelle Road,4.2,300
1010,Desserts,Lavelle Road,4.2,300
1011,Beverages,Lavelle Road,4.2,300
1012,Shake,Lavelle Road,4.2,300
1013,Bakery,Vasanth Nagar,4.3,300
1014,Desserts,Vasanth Nagar,4.3,300
1015,Bakery,BTM,4.1,300
1016,Desserts,BTM,4.1,300
1017,North Indian,Church Street,4.1,300
1018,Chinese,Church Street,4.1,300
1019,Biryani,Church Street,4.1,300
1020,Burger,Church Street,4.1,300
1021,Pasta,Church Street,4.1,300
1022,Pizza,Church Street,4.1,300
1023,Kebab,Church Street,4.1,300
1024,Rolls,Church Street,4.1,300
1025,North Indian,Koramangala 7th Block,4.1,300
1026,BBQ,Koramangala 7th Block,4.1,300
1027,Biryani,Koramangala 7th Block,4.1,300
1028,Mughlai,Koramangala 7th Block,4.1,300
1029,Fast Food,Koramangala 7th Block,4.1,300
1030,Beverages,Koramangala 7th Block,4.1,300
1031,Desserts,Koramangala 7th Block,4.1,300
1032,Fast Food,Near Jeevan Bhima Nagar,4.2,300
1033,Momos,Near Jeevan Bhima Nagar,4.2,300
1034,Street Food,Near Jeevan Bhima Nagar,4.2,300
1035,Mughlai,Shivajinagar,3.8,300
1036,North Indian,Shivajinagar,3.8,300
1037,Arabian,Frazer Town,4.0,100
1038,Mughlai,Frazer Town,4.0,100
1039,Seafood,Frazer Town,4.0,100
1040,North Indian,Frazer Town,4.0,100
1041,Kashmiri,Frazer Town,4.0,100
1042,Biryani,Frazer Town,4.0,100
1043,Desserts,Frazer Town,4.0,100
1044,Juices,Koramangala 1st Block,4.4,100
1045,Beverages,Koramangala 1st Block,4.4,100
1046,Healthy Food,Koramangala 1st Block,4.4,100
1047,Ice Cream,Frazer Town,3.9,100
1048,Beverages,Frazer Town,3.9,100
1049,Desserts,Frazer Town,3.9,100
1050,Shake,Frazer Town,3.9,100
1051,Burger,KR Puram,4.0,100
1052,Beverages,KR Puram,4.0,100
1053,Desserts,KR Puram,4.0,100
1054,American,KR Puram,4.0,100
1055,Cafe,KR Puram,4.0,100
1056,South Indian,Kalyan Nagar,3.9,100
1057,North Indian,Kalyan Nagar,3.9,100
1058,Chinese,Kalyan Nagar,3.9,100
1059,Street Food,Kalyan Nagar,3.9,100
1060,Beverages,Kalyan Nagar,3.9,100
1061,Shake,Kalyan Nagar,3.9,100
1062,Chinese,Richmond Road,3.7,100
1063,North Indian,Richmond Road,3.7,100
1064,Biryani,Richmond Road,3.7,100
1065,Rolls,Richmond Road,3.7,100
1066,North Indian,Ulsoor,4.2,100
1067,Chinese,Ulsoor,4.2,100
1068,South Indian,Ulsoor,4.2,100
1069,Beverages,Ulsoor,4.2,100
1070,Fast Food,KR Puram,4.2,100
1071,Bakery,KR Puram,4.2,100
1072,Desserts,KR Puram,4.2,100
1073,Shake,KR Puram,4.2,100
1074,Pizza,MG Road,4.5,100
1075,Pasta,MG Road,4.5,100
1076,Italian,MG Road,4.5,100
1077,Salad,MG Road,4.5,100
1078,Desserts,MG Road,4.5,100
1079,Beverages,MG Road,4.5,100
1080,Juices,MG Road,4.5,100
1081,North Indian,Frazer Town,4.3,100
1082,Desserts,Frazer Town,4.3,100
1083,Fast Food,Koramangala 5th Block,4.0,100
1084,Sandwich,Koramangala 5th Block,4.0,100
1085,Pizza,Koramangala 5th Block,4.0,100
1086,Burger,Koramangala 5th Block,4.0,100
1087,Beverages,Koramangala 5th Block,4.0,100
1088,Bakery,BTM,3.7,100
1089,Desserts,BTM,3.7,100
1090,North Indian,Frazer Town,4.0,100
1091,South Indian,Frazer Town,4.0,100
1092,Chinese,Frazer Town,4.0,100
1093,Street Food,Frazer Town,4.0,100
1094,Beverages,Frazer Town,4.0,100
1095,North Indian,Ulsoor,3.6,100
1096,Chinese,Ulsoor,3.6,100
1097,South Indian,Ulsoor,3.6,100
1098,Biryani,Ulsoor,3.6,100
1099,North Indian,Shivajinagar,4.4,100
1100,Chinese,Shivajinagar,4.4,100
1101,Bakery,Kammanahalli,3.9,100
1102,Shake,Kammanahalli,3.9,100
1103,Ice Cream,Koramangala 1st Block,4.2,100
1104,Desserts,Koramangala 1st Block,4.2,100
1105,Beverages,Koramangala 1st Block,4.2,100
1106,Shake,Koramangala 1st Block,4.2,100
1107,Waffle,Koramangala 1st Block,4.2,100
1108,Healthy Food,Thippasandra,4.4,100
1109,Salad,Thippasandra,4.4,100
1110,Wraps,Thippasandra,4.4,100
1111,Beverages,Thippasandra,4.4,100
1112,Awadhi,St. Marks Road,4.0,100
1113,Kebab,St. Marks Road,4.0,100
1114,Biryani,St. Marks Road,4.0,100
1115,Kebab,Frazer Town,4.0,100
1116,Iranian,Frazer Town,4.0,100
1117,Mughlai,Frazer Town,4.0,100
1118,Biryani,Frazer Town,4.0,100
1119,Rolls,Frazer Town,4.0,100
1120,Desserts,Frazer Town,4.0,100
1121,North Indian,Koramangala 1st Block,3.9,100
1122,Mughlai,Koramangala 1st Block,3.9,100
1123,Biryani,Koramangala 1st Block,3.9,100
1124,Kebab,Koramangala 1st Block,3.9,100
1125,Beverages,Koramangala 1st Block,3.9,100
1126,Desserts,Koramangala 1st Block,3.9,100
1127,Biryani,Near Jeevan Bhima Nagar,4.1,100
1128,Ice Cream,Indiranagar,4.0,100
1129,Momos,Ulsoor,3.7,100
1130,Chinese,Kaggadasapura,3.7,200
1131,North Indian,Kaggadasapura,3.7,200
1132,BBQ,Kaggadasapura,3.7,200
1133,Mughlai,Kaggadasapura,3.7,200
1134,Continental,Kaggadasapura,3.7,200
1135,Desserts,Kaggadasapura,3.7,200
1136,Beverages,Kaggadasapura,3.7,200
1137,Chinese,Kaggadasapura,3.9,200
1138,Thai,Kaggadasapura,3.9,200
1139,Seafood,Kaggadasapura,3.9,200
1140,Sichuan,Kaggadasapura,3.9,200
1141,North Indian,Rammurthy Nagar,3.7,200
1142,Mughlai,Rammurthy Nagar,3.7,200
1143,Biryani,Rammurthy Nagar,3.7,200
1144,Chinese,Rammurthy Nagar,3.7,200
1145,North Indian,St. Marks Road,4.1,200
1146,Chinese,St. Marks Road,4.1,200
1147,Mughlai,St. Marks Road,4.1,200
1148,Sichuan,St. Marks Road,4.1,200
1149,Kerala,St. Marks Road,4.0,200
1150,Seafood,St. Marks Road,4.0,200
1151,Biryani,St. Marks Road,4.0,200
1152,Chinese,St. Marks Road,4.0,200
1153,Beverages,St. Marks Road,4.0,200
1154,Desserts,St. Marks Road,4.0,200
1155,North Indian,Koramangala 6th Block,4.0,200
1156,Street Food,Koramangala 6th Block,4.0,200
1157,Italian,Kalyan Nagar,3.7,200
1158,Shake,Kalyan Nagar,3.7,200
1159,Beverages,Kalyan Nagar,3.7,200
1160,Desserts,Kalyan Nagar,3.7,200
1161,Asian,Koramangala 4th Block,4.3,200
1162,Japanese,Koramangala 4th Block,4.3,200
1163,Singaporean,Koramangala 4th Block,4.3,200
1164,Malaysian,Koramangala 4th Block,4.3,200
1165,Thai,Koramangala 4th Block,4.3,200
1166,Ice Cream,Residency Road,4.2,200
1167,Desserts,Residency Road,4.2,200
1168,Waffle,Residency Road,4.2,200
1169,Beverages,Residency Road,4.2,200
1172,Mithai,Frazer Town,4.0,200
1173,Street Food,Frazer Town,4.0,200
1174,Mishti,Frazer Town,4.0,200
1175,Bengali,Frazer Town,4.0,200
1176,Chinese,Kammanahalli,4.2,200
1177,Momos,Kammanahalli,4.2,200
1178,Sichuan,Kammanahalli,4.2,200
1179,Shawarma,Ulsoor,3.3,150
1180,BBQ,Ulsoor,3.3,150
1181,Fast Food,Ulsoor,3.3,150
1182,Beverages,Ulsoor,3.3,150
1183,Street Food,Thippasandra,3.5,150
1184,Fast Food,Thippasandra,3.5,150
1185,Tea,Thippasandra,3.5,150
1186,North Indian,Thippasandra,3.5,150
1187,Street Food,Koramangala 1st Block,3.9,150
1188,North Indian,Koramangala 1st Block,3.9,150
1189,Biryani,Koramangala 1st Block,3.9,150
1190,Italian,Whitefield,3.5,150
1191,Continental,Whitefield,3.5,150
1192,Fast Food,Whitefield,3.5,150
1193,Street Food,Whitefield,3.5,150
1194,Ice Cream,Whitefield,3.5,150
1195,Desserts,Whitefield,3.5,150
1196,North Indian,Ulsoor,3.6,150
1197,Chinese,Ulsoor,3.6,150
1198,Biryani,Ulsoor,3.6,150
1199,Rolls,Ulsoor,3.6,150
1200,South Indian,Ulsoor,3.6,150
1201,Bakery,Banaswadi,4.5,150
1202,Desserts,Banaswadi,4.5,150
1204,Cafe,Banaswadi,4.5,150
1205,Continental,Banaswadi,4.5,150
1206,Sandwich,Banaswadi,4.5,150
1207,Ice Cream,Old Airport Road,4.1,150
1208,North Indian,Kaggadasapura,3.9,150
1209,Fast Food,Kaggadasapura,3.9,150
1210,Mughlai,Kaggadasapura,3.9,150
1211,Street Food,Kaggadasapura,3.9,150
1212,Chinese,Kaggadasapura,3.9,150
1213,Desserts,Kaggadasapura,3.9,150
1214,South Indian,Thippasandra,4.1,150
1215,Mithai,Frazer Town,4.0,150
1216,Street Food,Frazer Town,4.0,150
1217,Healthy Food,Koramangala 6th Block,3.9,150
1218,Desserts,Koramangala 6th Block,3.9,150
1219,Beverages,Koramangala 6th Block,3.9,150
1220,South Indian,Banaswadi,4.0,150
1221,Chinese,Banaswadi,4.0,150
1222,Kerala,Koramangala 5th Block,4.1,150
1223,South Indian,Koramangala 5th Block,4.1,150
1224,Biryani,Koramangala 5th Block,4.1,150
1225,Seafood,Koramangala 5th Block,4.1,150
1226,Beverages,Koramangala 5th Block,4.1,150
1227,South Indian,Jeevan Bhima Nagar,3.7,150
1228,Kerala,Jeevan Bhima Nagar,3.7,150
1229,Biryani,Jeevan Bhima Nagar,3.7,150
1230,Street Food,Jeevan Bhima Nagar,3.7,150
1231,Beverages,Jeevan Bhima Nagar,3.7,150
1232,Chinese,Banaswadi,4.3,150
1233,Continental,Banaswadi,4.3,150
1234,North Indian,Banaswadi,4.3,150
1235,Asian,Ashok Nagar,3.3,150
1236,Fast Food,Ashok Nagar,3.3,150
1237,Chinese,Ashok Nagar,3.3,150
1238,North Indian,Ashok Nagar,3.3,150
1239,Beverages,Ashok Nagar,3.3,150
1240,Salad,Ashok Nagar,3.3,150
1241,North Indian,CV Raman Nagar,3.9,150
1242,Street Food,CV Raman Nagar,3.9,150
1243,Beverages,CV Raman Nagar,3.9,150
1244,North Indian,Kaggadasapura,4.3,150
1245,Chinese,Kaggadasapura,4.3,150
1246,Beverages,Kaggadasapura,4.3,150
1247,North Indian,Kammanahalli,3.4,150
1248,Arabian,Kammanahalli,3.4,150
1249,Chinese,Kammanahalli,3.4,150
1250,Lebanese,Kammanahalli,3.4,150
1251,Desserts,Kammanahalli,3.4,150
1252,Beverages,Kammanahalli,3.4,150
1253,Lebanese,Koramangala 6th Block,4.0,150
1254,Paan,Koramangala 6th Block,4.4,150
1255,Desserts,Koramangala 6th Block,4.4,150
1256,Italian,Lavelle Road,4.1,150
1257,Pasta,Lavelle Road,4.1,150
1258,Burger,Lavelle Road,4.1,150
1259,Salad,Lavelle Road,4.1,150
1260,Sandwich,Lavelle Road,4.1,150
1261,Healthy Food,Lavelle Road,4.1,150
1262,Continental,Lavelle Road,4.1,150
1263,Chinese,Old Airport Road,4.3,150
1264,Sichuan,Old Airport Road,4.3,150
1265,Biryani,Old Airport Road,3.9,150
1266,Mughlai,Old Airport Road,3.9,150
1267,Chinese,Near Chaya Hospital Banaswadi,3.9,150
1268,Sichuan,Near Chaya Hospital Banaswadi,3.9,150
1269,Beverages,Frazer Town,3.3,150
1270,Ice Cream,Frazer Town,3.3,150
1271,Desserts,Frazer Town,3.3,150
1272,Shake,Frazer Town,3.3,150
1273,Healthy Food,Lavelle Road,4.4,150
1274,North Indian,Lavelle Road,4.4,150
1275,South Indian,Lavelle Road,4.4,150
1276,Fast Food,Lavelle Road,4.4,150
1277,Beverages,Lavelle Road,4.4,150
1278,Desserts,Lavelle Road,4.4,150
1279,Mangalorean,Ulsoor,4.2,150
1280,Seafood,Ulsoor,4.2,150
1281,Desserts,Ulsoor,4.2,150
1282,Fast Food,Frazer Town,4.2,150
1283,Arabian,Frazer Town,4.2,150
1284,Lebanese,Frazer Town,4.2,150
1285,Beverages,Frazer Town,4.2,150
1286,Desserts,Frazer Town,4.2,150
1287,Arabian,Marathahalli,3.5,150
1288,North Indian,Marathahalli,3.5,150
1289,Mughlai,Marathahalli,3.5,150
1290,Fast Food,Marathahalli,3.5,150
1291,Shawarma,Marathahalli,3.5,150
1292,Desserts,Marathahalli,3.5,150
1293,North Indian,Kammanahalli,3.6,150
1294,Street Food,Kammanahalli,3.6,150
1295,Chinese,Kammanahalli,3.6,150
1296,Fast Food,Kammanahalli,3.6,150
1297,Momos,Kammanahalli,3.6,150
1298,Desserts,Kammanahalli,3.6,150
1299,Beverages,Koramangala 5th Block,3.8,150
1300,Juices,Koramangala 5th Block,3.8,150
1301,Fast Food,Koramangala 5th Block,3.8,150
1302,Shake,Koramangala 5th Block,3.8,150
1303,Mughlai,Marathahalli,3.5,150
1304,North Indian,Marathahalli,3.5,150
1305,Rolls,Marathahalli,3.5,150
1306,Kebab,Marathahalli,3.5,150
1307,Pizza,Koramangala 6th Block,4.0,150
1308,Italian,Koramangala 6th Block,4.0,150
1309,Burger,Koramangala 6th Block,4.0,150
1310,Beverages,Koramangala 6th Block,4.0,150
1311,Andhra,Jeevan Bhima Nagar,3.9,150
1312,Biryani,Jeevan Bhima Nagar,3.9,150
1313,North Indian,Jeevan Bhima Nagar,3.9,150
1314,Seafood,Jeevan Bhima Nagar,3.9,150
1315,Chinese,Jeevan Bhima Nagar,3.9,150
1316,Kebab,Jeevan Bhima Nagar,3.9,150
1317,Desserts,Jeevan Bhima Nagar,3.9,150
1318,Beverages,Jeevan Bhima Nagar,3.9,150
1319,South Indian,Whitefield,4.2,150
1320,Seafood,Whitefield,4.2,150
1321,Biryani,Whitefield,4.2,150
1322,Beverages,Whitefield,4.2,150
1323,Desserts,Whitefield,4.2,150
1324,Bakery,Residency Road,4.3,100
1325,Desserts,Residency Road,4.3,100
1326,Asian,Lavelle Road,3.8,100
1327,Japanese,Lavelle Road,3.8,100
1328,Sushi,Lavelle Road,3.8,100
1329,Chinese,Lavelle Road,3.8,100
1330,Thai,Lavelle Road,3.8,100
1331,Momos,Lavelle Road,3.8,100
1332,Beverages,Lavelle Road,3.8,100
1333,Rolls,Shivajinagar,4.0,100
1334,Bakery,Jeevan Bhima Nagar,4.0,100
1335,Desserts,Jeevan Bhima Nagar,4.0,100
1336,Bakery,Kalyan Nagar,3.8,100
1337,Desserts,Kalyan Nagar,3.8,100
1338,North Eastern,Koramangala 5th Block,4.3,100
1339,Chinese,Koramangala 5th Block,4.3,100
1340,Mithai,Banaswadi,4.2,100
1341,Street Food,Banaswadi,4.2,100
1342,South Indian,Richmond Road,4.0,100
1343,Rolls,Kaggadasapura,4.0,100
1344,Kebab,Kaggadasapura,4.0,100
1345,Burger,Kaggadasapura,4.0,100
1346,Biryani,Kaggadasapura,4.0,100
1347,Cafe,St. Marks Road,4.2,100
1348,Fast Food,St. Marks Road,4.2,100
1349,Bakery,St. Marks Road,4.2,100
1350,Beverages,St. Marks Road,4.2,100
1351,Desserts,St. Marks Road,4.2,100
1352,North Indian,Koramangala 8th Block,4.0,100
1353,Kebab,Koramangala 8th Block,4.0,100
1354,Rolls,Koramangala 8th Block,4.0,100
1355,Bakery,MG Road,4.5,100
1356,Desserts,MG Road,4.5,100
1357,Cafe,MG Road,4.5,100
1358,Beverages,MG Road,4.5,100
1408,North Indian,St. Marks Road,3.7,150
1409,Chinese,St. Marks Road,3.7,150
1410,Fast Food,St. Marks Road,3.7,150
1411,Sichuan,St. Marks Road,3.7,150
1412,Beverages,St. Marks Road,3.7,150
1413,Tea,Koramangala 1st Block,4.4,150
1414,Fast Food,Koramangala 1st Block,4.4,150
1415,Beverages,Koramangala 1st Block,4.4,150
1416,Street Food,Koramangala 5th Block,4.1,150
1417,North Indian,Koramangala 5th Block,4.1,150
1418,Pasta,Lavelle Road,4.1,150
1419,Pizza,Lavelle Road,4.1,150
1420,Fast Food,Lavelle Road,4.1,150
1421,South Indian,Kammanahalli,4.1,150
1422,North Indian,Kammanahalli,4.1,150
1423,Chinese,Kammanahalli,4.1,150
1424,Salad,Koramangala 5th Block,4.3,150
1425,Healthy Food,Koramangala 5th Block,4.3,150
1426,Chinese,Richmond Road,3.6,150
1427,Fast Food,Richmond Road,3.6,150
1428,Rolls,Richmond Road,3.6,150
1429,BBQ,Richmond Road,3.6,150
1430,North Indian,Rammurthy Nagar,3.6,150
1431,Chinese,Rammurthy Nagar,3.6,150
1432,Mughlai,Rammurthy Nagar,3.6,150
1433,Andhra,Rammurthy Nagar,3.6,150
1434,Kebab,Rammurthy Nagar,3.6,150
1435,Desserts,Rammurthy Nagar,3.6,150
1436,Beverages,Rammurthy Nagar,3.6,150
1437,Sichuan,Rammurthy Nagar,3.6,150
1438,South Indian,CV Raman Nagar,4.0,150
1439,North Indian,Banaswadi,4.1,150
1440,Chinese,Banaswadi,4.1,150
1441,Mexican,Banaswadi,4.1,150
1442,North Indian,Kammanahalli,3.6,150
1443,Chinese,Kammanahalli,3.6,150
1444,Beverages,Kammanahalli,3.6,150
1445,Sichuan,Kammanahalli,3.6,150
1446,Street Food,Kammanahalli,3.6,150
1447,Mithai,MG Road,4.0,150
1448,Desserts,MG Road,4.0,150
1449,North Indian,Kaggadasapura,3.9,150
1450,Mughlai,Kaggadasapura,3.9,150
1451,Chinese,Kaggadasapura,3.9,150
1452,Rolls,Kaggadasapura,3.9,150
1453,Kebab,Kaggadasapura,3.9,150
