name,lat,long,review,cusine,rating,price,Location
Dilli Darbar,12.9802184608,77.7574384958,211,"north indian, chinese, biryani, beverages, sichuan",3.7,150,whitefield
NH8,12.965734,77.718032,1798,"rajasthani, north indian",3.5,150,brookefield
Itminaan Matka Biryani - Slow Cooked,12.9774133211,77.7248560265,181,"biryani, north indian, desserts",3.9,150,whitefield
Pure Veg Meals By LunchBox,12.9650488973,77.7181944251,79,north indian,3.6,150,brookefield
GOPIZZA,12.99766,77.69714,232,"pizza, fast food",3.6,150,whitefield
Pasta Street,12.9881792525,77.729977034,2920,"pasta, pizza, italian, european, salad, desserts, beverages",4.0,150,whitefield
Daily Sushi,12.956657,77.7319676,474,"japanese, korean, sushi, asian, beverages",4.0,400,whitefield
Hotel New Al Siddique,13.0195076686,77.7081810683,9,"north indian, south indian, kebab",3.9,400,kr puram
The Filter Coffee,12.994211015,77.7035626397,2396,"south indian, mithai, beverages",4.3,400,kr puram
Erivum Puliyum,12.9635394049,77.7097950876,190,"kerala, north indian, chinese, mughlai, fast food, biryani",3.8,400,brookefield
The Dessert Zone,12.983313,77.751946,142,"desserts, bakery",3.8,400,whitefield
Hyderabadi Kitchen,12.9909715295,77.7209949866,1059,"biryani, chinese, hyderabadi",3.7,400,whitefield
AB's - Absolute Barbecues,12.9770888584,77.724923382,5124,"north indian, mangalorean, bbq, street food, desserts, salad, beverages",3.7,400,whitefield
Khan Saheb Grills And Rolls,12.9790083276,77.7514407411,339,"north indian, rolls, kebab, mughlai, biryani, beverages",3.8,400,whitefield
Toscano,12.98986,77.72808,243,"italian, pizza, salad, continental, desserts, beverages, seafood",4.0,400,whitefield
Just Bake,12.9693822659,77.7534738556,45,bakery,3.7,400,whitefield
Angaar Biryani,12.982523,77.7670473,76,"chinese, north indian, biryani, seafood",4.0,400,whitefield
Ghee Tadka Khichdi,12.9699149,77.7512307,242,"north indian, street food",4.3,100,whitefield
Kabab Mandra,12.9952691638,77.6972148567,224,"north indian, chinese, mughlai, rolls",3.5,100,kr puram
Apsara Ice Creams,12.9929016355,77.7170233056,482,"ice cream, desserts",4.4,100,whitefield
Dil Punjabi,12.985719,77.744694,269,"north indian, desserts",3.8,100,whitefield
Tharavadu Malabar Biryani,12.956285,77.721499,1542,"kerala, biryani, south indian, north indian, seafood",3.3,100,whitefield
Punjab On Cloud,12.9890238,77.7185344,643,"north indian, chinese, biryani, beverages",3.5,100,whitefield
Aubree,12.991534,77.690847,664,bakery,4.1,100,marathahalli
NISO Chinese Restaurant,13.0046080536,77.7171805501,8529,"chinese, thai, momos, seafood, sichuan",3.9,100,kr puram
XO Belgian Waffle,12.9642657268,77.7142884582,159,"desserts, beverages, waffle, shake",4.1,100,brookefield
Mainland China,12.9556843422,77.7252590284,3003,"chinese, asian, seafood, beverages, desserts",4.0,100,whitefield
B2H - Biryani 2 Home,12.9890607491,77.7185178994,0,"north indian, chinese, biryani, mughlai, beverages",3.4,100,whitefield
Punjab Beat,13.0165053429,77.7622681484,643,"north indian, fast food, beverages",4.0,100,whitefield
Sangam Sweets,12.9750655316,77.7509017074,4,"mithai, street food, sandwich, beverages",4.2,100,whitefield
Paris Panini - Gourmet Sandwiches,12.9569334022,77.7321598685,104,"french, continental, sandwich, desserts, beverages",4.2,100,whitefield
Sri Sai Palace,13.0069512963,77.7572996914,191,"south indian, sichuan, chinese",3.9,100,whitefield
Brik Oven,12.9772208873,77.725013271,101,"cafe, italian, fast food, beverages, waffle, desserts",3.9,100,whitefield
Chaatimes,13.0045695057,77.7173240483,1817,"street food, fast food",3.7,100,kr puram
Sendhoor Coffee,12.9938494,77.7015728,1,south indian,4.2,100,kr puram
Empire Juices and Desserts,12.96012635,77.7162216604,1029,"juices, beverages, shake, ice cream",4.3,100,brookefield
Udupi Aatithya,12.9617306158,77.7475458384,11,"south indian, north indian, chinese, street food, beverages, shake, sichuan",3.8,100,whitefield
Pinds Of Punjab,13.0044669291,77.7182594687,17,"north indian, fast food",4.1,100,kr puram
Ice Corner,12.9556539553,77.7214724198,10889,"desserts, ice cream, beverages, shake",3.7,100,whitefield
Mayuri Multicuisine Family Restaurant,13.0045891063,77.7141134441,160,"andhra, biryani, north indian, chinese, seafood",3.6,100,kr puram
The Thickshake factory,12.95557069,77.71937134,5,"ice cream, shake, desserts, tea, beverages",4.4,250,brookefield
The Momo Co.,12.956285,77.721499,278,"chinese, momos, desserts, beverages, sichuan",4.0,250,whitefield
NOTO - Healthy Ice Cream,12.992875,77.717017,311,"ice cream, mithai, desserts",4.3,250,kr puram
Kerala Tiffin,12.9805520192,77.7477949207,10091,"kerala, seafood, biryani",3.5,250,whitefield
Chopstick,12.9500218519,77.7156024054,713,"chinese, desserts, seafood, burger, sichuan",3.5,250,brookefield
New Udupi Veg,12.9669743037,77.7611986175,30,"north indian, south indian, chinese, sichuan",4.0,250,whitefield
Kapital Kitchen,13.0145799938,77.709384039,103,"biryani, north indian, chinese, hyderabadi, mughlai, kebab, desserts, sichuan",3.8,250,kr puram
Cafe Coffee Day,12.9976685,77.6970863,36,"cafe, fast food, coffee, desserts, beverages",3.3,250,whitefield
Basmati Express,12.956285,77.721499,554,"chettinad, north indian",3.3,250,whitefield
Sri Udupi Sannidhi,12.9945726613,77.6851791143,27,"south indian, north indian, chinese, street food, desserts, beverages, shake, sichuan",3.7,250,kr puram
Kerala Kitchen,12.963782,77.753811,2674,"south indian, north indian, biryani, seafood, kerala, chettinad",3.5,250,whitefield
Arabian Shawarma,12.9825223,77.7484573,2,"lebanese, fast food, beverages",3.9,250,whitefield
Momo Monk,12.992062,77.713567,202,momos,3.6,200,whitefield
Belgian Waffle Factory,12.989536,77.7281015,0,"desserts, waffle",New,200,whitefield
Indiana Burgers,12.983313,77.751946,4795,"burger, rolls, beverages, desserts, shake",4.0,200,whitefield
Crusto’s - Cheese Burst Pizza,12.98904,77.712059,87,pizza,3.9,200,whitefield
Schezwan Hub,12.994143,77.699405,351,"chinese, sichuan",3.9,200,whitefield
Bhojanam,12.9769733897,77.7109344993,1997,"north indian, desserts, chinese, biryani, beverages",3.6,200,near whitefield
Estaa Sweets,12.9758787467,77.7268797532,38,"mithai, street food, desserts",4.2,200,whitefield
Third Wave Coffee,12.9897346595,77.728109546,242,"cafe, coffee, fast food, beverages",3.8,200,whitefield
IFC - Imperio Fried Chicken,12.9622697252,77.7166742831,1262,"fast food, burger",4.0,200,brookefield
TrueCakes,12.955841,77.705376,1161,"bakery, desserts",4.1,200,marathahalli
Kolkata famous Kati roll,13.0045873,77.7538102,212,rolls,4.0,200,whitefield
Home Plate by EatFit,12.984617,77.749212,23,"healthy food, north indian, ice cream, desserts",3.9,200,whitefield
Lassi Corner,12.9679482846,77.7579930278,114,"beverages, fast food, desserts, shake",3.5,100,whitefield
Oh! Calcutta,12.9556898968,77.7252600342,29,"north indian, seafood, mughlai",4.1,100,whitefield
Singh Da Punjabi Dhaba,12.9563788,77.732572,456,"north indian, chinese, sichuan",3.4,100,brookefield
Udupi Garden,13.015133,77.7619179,492,"south indian, chinese, north indian, sichuan",3.9,100,whitefield
Subbayyaa Gari Hotel,12.9624281905,77.7167279273,57,"andhra, south indian, desserts, mithai",3.7,100,brookefield
HOMMS,12.9571939433,77.7170423685,447,"thai, chinese, momos",3.9,100,brookefield
Khanna's,12.9571939433,77.7170423685,1750,north indian,3.9,100,brookefield
Rolls Plaza,12.9497829985,77.7124742791,130,"biryani, chinese, rolls, sichuan",3.6,100,marathahalli
Puchkas,12.9938585156,77.6992761344,3726,"north indian, fast food, chinese, street food, desserts",3.9,100,whitefield
Haka,12.9935514,77.699227,81,"chinese, momos",4.0,100,kr puram
Firangi Bake,12.9650149175,77.718257457,1140,"italian, mexican",4.1,100,whitefield
Snack House,12.9917026716,77.7133500203,848,"fast food, momos, street food",3.9,200,whitefield
The Ganache Factory,12.9769733897,77.7109344993,565,"bakery, desserts",4.3,200,brookefield
Biryani Mount,12.9622746262,77.7166699246,198,"biryani, north indian",3.5,200,brookefield
Kulfi Shulfi- Kulfis and Ice Cream,12.969577,77.749815,0,"ice cream, desserts",-,200,whitefield
Krutunga Restaurant,12.97998225,77.7523935959,3033,"andhra, chinese, north indian, biryani, beverages, shake",3.1,200,whitefield
Bangalore Mandarin,12.9700406124,77.7501251176,888,"chinese, seafood, sichuan, beverages, desserts",4.0,200,whitefield
Bangaliana,12.9563864,77.7099479,167,"seafood, bengali, rolls, north indian, desserts",4.1,200,marathahalli
SLAY Coffee,12.9624726261,77.7492916211,949,coffee,4.3,200,whitefield
Hotel Manu,13.0025676209,77.7570901439,99,"andhra, north indian, chinese, biryani, sichuan",3.9,200,whitefield
Burger Seigneur,12.9634979101,77.7323212847,889,"cafe, fast food, continental, desserts, beverages",4.1,200,whitefield
Chef Bakers,12.9698749641,77.7497452497,129,"bakery, fast food, pizza, sandwich, burger, desserts",3.2,200,whitefield
Dum Safar Biryani,12.98711,77.73591,82,"biryani, kebab, north indian, bbq, desserts, beverages",4.3,200,whitefield
Kallayi Restaurant,13.0046949497,77.7101840079,5,"north indian, chinese, mangalorean, seafood, desserts, beverages",3.5,200,kr puram
Punjabites By Empire,12.955968607,77.72165481,79,"north indian, mughlai, chinese",3.9,200,whitefield
Haveli Hyderabadi Dum Biryani,12.9830271626,77.7669697255,97,"north indian, biryani, chinese, sichuan",4.1,200,whitefield
Khawar Ashe Pashe,13.0060245208,77.7334806696,1821,"bengali, biryani, north indian, chinese, fast food, rolls",3.3,200,kr puram
SGS Non Veg Gundu Palav,13.0125399699,77.7623630315,31,south indian,3.4,200,whitefield
Kalinga Spices,12.951004982,77.7158203125,263,"north indian, odia, chinese, desserts",3.8,200,brookefield
Rusbury Fresh Sweets And Savouries,12.969292,77.737344,437,mithai,4.0,200,whitefield
Natraj Chole Bhature,12.9659382903,77.7138268819,35,"street food, fast food, desserts",4.1,200,brookefield
Udupi Upachar,12.9623641509,77.7133905888,113,"south indian, north indian, street food, chinese, beverages, shake, ice cream",3.8,200,brookefield
Punjab Grill,12.9893534,77.7283305,2069,"north indian, mughlai, kebab, biryani, desserts, beverages",3.9,200,whitefield
FB Café By Frozen Bottle,12.96641549,77.71802251,12,bakery,3.6,200,brookefield
Lulu's Family Restaurant,13.0044643157,77.7100002766,136,"north indian, chinese, andhra, rolls, beverages, shake",3.6,150,kr puram
The Tandoori Tales,13.0200982306,77.7622798022,2150,"north indian, chinese, mughlai, biryani, kebab, rolls, momos",4.0,150,whitefield
Bowl 99,12.99787,77.76555,21,"north indian, desserts",3.4,150,whitefield
Imperio Juice & Cafe,12.9622713589,77.7166749537,1770,"beverages, juices, ice cream, shake",3.9,150,brookefield
Namma Madurai,12.9575830284,77.7088787779,90,south indian,4.1,150,marathahalli
Swiss Cream,12.959937,77.713813,5,"ice cream, waffle, desserts, sandwich, shake, beverages",3.9,150,brookefield
Alpha Biryani,12.9805157658,77.7578056231,1166,"biryani, kebab, chinese, north indian, rolls, shake",3.8,150,whitefield
New Udupi Upahar,12.9509230231,77.7156158164,66,"south indian, street food, chinese, sichuan",4.0,150,marathahalli
New Udupi Upahar,12.9568694299,77.7434313297,38,"south indian, north indian, chinese, beverages",4.0,150,whitefield
Awadhi Delights,12.9716921,77.7117824,1853,"biryani, mughlai, north indian",4.0,150,brookefield
Punjabi Chaap Corner,12.9584890734,77.7158954367,4,"north indian, rolls, kebab, chinese, biryani, street food, desserts",3.7,150,brookefield
Laziz Pizza,12.9586305507,77.742171362,12,"pizza, fast food, chinese",4.4,200,whitefield
Hungry Chang,12.9561293634,77.7216192707,1039,"chinese, fast food, sichuan",3.8,200,whitefield
Olio - The Wood Fired Pizzeria,12.98904,77.712059,125,"pizza, italian",4.0,200,whitefield
Rolls & Bowls Company,12.9559689337,77.7216273174,68,"rolls, north indian, chinese, fast food, sichuan",3.6,200,whitefield
Kapoor's Chaat Bhandaar,12.9608151073,77.7162873745,81,"street food, desserts, beverages",4.1,200,brookefield
Louis Burger,12.963523665,77.7323568656,978,"burger, fast food",4.0,200,whitefield
New Paratha Corner,12.9856646408,77.7448250726,129,"north indian, chinese",4.0,200,whitefield
Lakeview Milkbar,12.9681603178,77.749507539,42,"desserts, cafe, fast food, sandwich, burger, ice cream, shake",3.9,200,whitefield
Asia Kitchen By Mainland China,12.955683362,77.7252627164,589,"chinese, momos, thai, asian, seafood, sushi, beverages",4.1,200,whitefield
Kekou,12.9824387,77.7628017,190,"chinese, sichuan",3.7,200,whitefield
Gopaljee Cafe,12.9653888,77.7141795,101,"street food, north indian",4.0,200,brookefield
Mallu House,12.956286,77.721498,48,"kerala, south indian, biryani, kebab, desserts, seafood",3.6,200,whitefield
Keventers Ice Cream,12.956148,77.721558,210,"ice cream, desserts, shake, beverages",4.2,200,whitefield
Boss Burger,12.9898271146,77.7282134816,853,"burger, fast food, desserts, beverages, shake",3.9,200,whitefield
Chickpet Donne Biriyani Mane,13.0043402,77.7146033,405,"biryani, south indian",3.4,200,kr puram
Whitefield Social,12.9977178,77.6970699,4432,"north indian, chinese, biryani, burger, pasta, pizza, kebab, rolls",3.9,200,whitefield
Salt - Indian Restaurant Bar & Grill,12.9896173755,77.7280562371,1198,"north indian, south indian, kebab, biryani, mughlai, desserts, beverages",3.9,200,whitefield
BigBites,12.9917026716,77.7133500203,200,"fast food, momos, street food",3.6,200,whitefield
Oziano,12.9601567364,77.713797614,3908,"bengali, biryani",3.9,200,marathahalli
East Delicious,12.95460446,77.7148597687,548,"chinese, thai, seafood, south indian, street food, sichuan",3.9,200,marathahalli
@Adukkala,12.9546622935,77.7232963219,2502,"seafood, kerala, biryani",4.0,200,whitefield
Brindavan Grand,12.9424490093,77.7475706488,25,"north indian, south indian, chinese, shake",4.0,200,whitefield
Giani Ice Creams,12.9695234,77.7496795,74,"ice cream, shake, beverages, desserts",4.1,200,whitefield
You Mee,12.9892427,77.7280184,712,"japanese, asian, sushi",4.0,450,whitefield
Burger It Up,12.9832033,77.7520667,246,"burger, beverages, desserts, american, cafe",4.0,450,whitefield
Mayura Sagar,12.9699083,77.7129033,221,"chinese, north indian, south indian, beverages, ice cream, shake",4.2,450,brookefield
Petuk,12.9804965,77.7576021,3,"fast food, street food, chinese, north indian, mughlai, biryani, bengali",3.8,450,whitefield
Lo! - Low Carb And Keto Foods,12.9798671579,77.7336234718,1600,"healthy food, north indian, fast food, desserts",4.0,450,whitefield
Kouzina Kafe - The Food Court,12.9831937822,77.7520338446,154,"fast food, bakery, desserts",3.8,450,whitefield
Nizam's Kitchens,12.9560270936,77.7213671431,414,"biryani, mughlai, andhra, hyderabadi, south indian, north indian",3.3,450,whitefield
Karnataka Donne Biryani,12.9912854831,77.7208669111,363,"biryani, south indian",3.5,450,whitefield
Dhaba - Estd 1986 Delhi,12.9496294264,77.6990742981,3987,"mughlai, north indian, desserts",3.9,450,marathahalli
Mega Biryani,12.991683,77.713639,75,biryani,4.1,450,whitefield
GLOBO Ice Creams Of The World,12.9773744423,77.7249150351,52,ice cream,4.0,450,whitefield
The Lassi Corner,12.9513461608,77.7156302333,430,"fast food, ice cream, desserts, beverages, shake, sandwich, burger",3.7,450,brookefield
Panchayat,13.010572,77.7601464,1299,"north indian, desserts",4.4,200,whitefield
Dhaba Social,12.9560966894,77.716723904,645,"north indian, chinese, seafood, mughlai",3.9,200,brookefield
Little Italy,12.99326,77.699066,36,"italian, shake, beverages, desserts",3.8,200,kr puram
Nasi And Mee,12.9634511875,77.7324932814,472,"asian, japanese, singaporean, malaysian, thai",4.1,200,brookefield
Brilram's Balaji Bhavan,13.0128636962,77.761121504,266,"south indian, north indian, chinese, beverages, street food, shake",4.0,200,whitefield
Rajwadi,12.964244816,77.7150136605,548,"north indian, rajasthani, fast food, street food, biryani, desserts, beverages",3.7,200,brookefield
Mr Chow,12.947871,77.715469,1672,"chinese, sichuan",3.8,200,brookefield
Hao Chi,12.9825583399,77.7629930153,428,"vietnamese, chinese, sichuan",3.1,200,whitefield
Srinidhi Signature,12.9835312684,77.7530309558,224,"south indian, north indian, mughlai, chinese, desserts, beverages",3.8,200,whitefield
Zwarma,12.9936027,77.7007384,114,"shawarma, lebanese",3.3,200,kr puram
Samosa Singh,13.004239,77.70916,413,"street food, fast food, tea, north indian",3.4,200,kr puram
Suryawanshi,12.9772499647,77.7249411866,971,"maharashtrian, seafood, beverages, desserts",4.1,200,whitefield
Mayura Bakery & Sweets,12.9835378025,77.7679604664,855,"mithai, desserts, street food, beverages, shake",4.1,100,whitefield
ITC Sunfeast Baked Creations,12.9561646514,77.7215290815,726,"bakery, desserts, , cafe, continental, sandwich",4.4,100,whitefield
Urbanmirchy,12.9564998871,77.7149573341,1501,"north indian, chinese, biryani, shake, sichuan",3.6,100,brookefield
Santushti,12.9487436077,77.7131233737,34,"north indian, street food, beverages",3.8,100,marathahalli
Homese Just Veg,12.9771,77.710772,8,south indian,3.8,100,brookefield
Taiki,12.9561025707,77.7216206118,444,"japanese, korean, asian, sushi, beverages",3.8,100,whitefield
The Brooklyn Creamery - Healthy Ice Cream,12.9802861,77.7478295,372,ice cream,4.5,100,whitefield
New Guru Nalapaka,13.0078173072,77.6968842745,391,"south indian, north indian, chinese",3.7,100,kr puram
Juice Berg,12.9670533715,77.7144949883,101,"beverages, juices, shake, chinese, sandwich, fast food, street food",3.9,100,brookefield
